num_var,ngo_name,ngo_address,reg_no,reg_date,renewed_on,valid_until,district,county,remarks
,,"502, Road-124,",,,,,,,
,,"Gulshan-1, Dhaka-1212",,,,,,,
,,Phone: 01727-675549,,,,,,,
,,www.solidarites.org,,,,,,,
210,Solinfo Association,"House-142, Road-12,",2087,12-Apr-06,12-Apr-11,12-Apr-16,Dhaka,France,
,,"Block-F, Banani, Dhaka-",,,,,,,
,,1213,,,,,,,
,,Phone: 01726-800870,,,,,,,
,,www.solinfo.asso.fr,,,,,,,
211,Sonar Bangla,"19/7, Babor Road,",2949,4-Jul-15,,4-Jul-20,Dhaka,USA,
,Foundation Bangladesh,"Block-B,",,,,,,,
,,"Mohammadpur, Dhaka",,,,,,,
,,Phone: 01715-228770,,,,,,,
212,"SONNE International,",PC Culture Housing,2399,11-Jan-09,11-Jan-19,11-Jan-29,Dhaka,Austria,
,Austria,Society,,,,,,,
,,"House-21, Road-03,",,,,,,,
,,"Block-Kha, Shekhertek,",,,,,,,
,,"Mohammadpur, Dhaka.",,,,,,,
,,"Phone: 01713-040837,",,,,,,,
,,01911-177339,,,,,,,
213,SOS - Children's Village,"1, Shyamoli, Mirpur",46,22-Apr-81,15-May-15,15-May-20,Dhaka,Austria,
,International in,"Road, Dhaka",,,,,,,
,Bangladesh,Phone : 8118189,,,,,,,
,,www.sos-,,,,,,,
,,bangladesh.org,,,,,,,
214,South Asia Partnership,"H-63, Block-KA,",156,29-Mar-84,14-May-15,14-May-20,Dhaka,Canada,
,Bangladesh (SAP-B),"Housing, Pis. &",,,,,,,
,,"Farming Cooperative,",,,,,,,
,,Dhaka.,,,,,,,
,,Phone : 8112103,,,,,,,
,,www.sap-bd.org,,,,,,,
215,Spaandan B.,"Flat-5/a, Shahjahan",2623,9-Feb-11,9-Feb-16,9-Feb-26,Dhaka,USA,
,,"Road, Block-a, Town",,,,,,,
,,"Hall Bazar,",,,,,,,
,,"Mohammadpur, dhaka.",,,,,,,
,,Phone: 01713-036360,,,,,,,
216,Stiching Land,House-143/Ka (3rd,1143,8-Mar-97,8-Mar-17,8-Mar-27,Dhaka,Netherlands,
,Ontwikkelings Project,"Floor), Road-05, PC",,,,,,,
,Bangladesh (SLOPB),Culture Housing,,,,,,,
,,"Society, Shaymoli,",,,,,,,
,,"Mohammadpur, Dhaka-",,,,,,,
,,1207,,,,,,,
,,Phone: 9110740,,,,,,,
217,Stichting Max,"JKH Windsel, Level-4,",2855,6-May-14,,6-May-19,Dhaka,Netherlands,
,Foundation,"Ka-90, Pragati Sarani,",,,,,,,
,,Dhaka,,,,,,,
,,Phone: 31-624505000,,,,,,,
218,Street Children Partners,"House-16, Road-05,",1842,18-Jun-03,18-Jun-18,18-Jun-28,Dhaka,France,
,Bangladesh,"Block-F, Section-2,",,,,,,,
,,"Mirpur, Dhaka.",,,,,,,
,,Phone: 9010863,,,,,,,
219,Stretched Arm Society-,"Plot-369, Block-D,",2228,5-Aug-07,,5-Aug-12,Dhaka,Canada,
,Bangladesh,"Bashundara, Dhaka-",,,,,,,
,,1212,,,,,,,
220,Stromme Foundation,"B/137(1st Floor), Road-",508,31-Jul-91,31-Jul-16,31-Jul-21,Dhaka,Norway,
,,"22, New DoHS,",,,,,,,
,,"Mohakhali, Dhaka.",,,,,,,
,,Phone: 9858683,,,,,,,
,,www. Stromme.org,,,,,,,
221,Swisscontact-,"House-19, Road-11,",2392,16-Nov-08,16-Nov-18,16-Nov-28,Dhaka,Switzerland,
,Bangladesh,"Baridhara, Dhaka-1212",,,,,,,
,,"Phone: 88-02-9882663,",,,,,,,
,,88-02-9883496,,,,,,,
,,www.swisscontact.org.b,,,,,,,
,,d,,,,,,,
222,Symbiosis Bangladesh,"Rupayan View, Flat-D-",895,9-Feb-95,9-Feb-15,9-Feb-20,Dhaka,Australia,
,,"1, Road-2/A, Sector-05,",,,,,,,
,,"Uttara, Dhaka.",,,,,,,
,,Phone: 8871434,,,,,,,
223,Syngenta Foundation for,"House-2/1-A, Block-G,",3119,18-Dec-17,,18-Dec-27,Dhaka,Switzerland,
,Sustainable Agriculture,"Lalmatia, Dhaka",,,,,,,
,Bangladesh (SFSA,Tel: 8100437,,,,,,,
,Bangladesh),,,,,,,,
224,Teach for Bangladesh,"Road-79, House-1/C,",2868,23-Jun-14,,23-Jun-19,Dhaka,USA,
,,"Flat-B-502, Gulshan-2,",,,,,,,
,,Dhaka.,,,,,,,
225,Tear Fund,"House-196, Lane-",3000,31-Jan-16,,31-Jan-21,Dhaka,UK,
,,"DOHS, Baridhara,",,,,,,,
,,Dhaka,,,,,,,
,,Phone: 01711-379056,,,,,,,
226,Terre des Homes,"House-3B, Road-84,",1561,30-Aug-00,30-Aug-15,30-Aug-20,Dhaka,Italy,
,Foundation-Italy,"Gulshan-02, Dhaka-",,,,,,,
,,1212,,,,,,,
,,"Phone: 8818895,Fax:",,,,,,,
,,"9887435, 01711-",,,,,,,
,,548742,,,,,,,
,,E-mail:,,,,,,,
227,Terre-Des-Homes,"House-18B (New),",40,22-Apr-81,15-May-15,15-May-20,Dhaka,Netherlands,
,(Netherlands),"670/A (Old), Road-11",,,,,,,
,,"(New), 32 (Old),",,,,,,,
,,"dhanmondi R/A, Dhaka",,,,,,,
,,Phone: 8130999,,,,,,,
228,Terre-Des-Homes,"House-141, Road-04,",32,22-Apr-81,15-May-15,15-May-20,Dhaka,Switzerland,
,Foundation (Swiss),"Block-A, Apt. A5,",,,,,,,
,,"Banani, Dhaka.",,,,,,,
,,"Phone: 8835114, Fax:",,,,,,,
,,8835115,,,,,,,
,,www.tdh.ch,,,,,,,
229,The Centers for,"House-338, Road-24,",2497,14-Oct-09,,14-Oct-14,Dhaka,USA,
,"International Programs,","New DOHS, Mohakhali,",,,,,,,
,Inc.,Dhaka.,,,,,,,
,,"Phone: 8833505, Fax:",,,,,,,
,,8833505,,,,,,,
230,The Foundation for,"House-15, Road-3/E,",2970,22-Sep-15,,22-Sep-20,Dhaka,USA,
,Charitable Activities in,"Sector-09, Uttara Model",,,,,,,
,Bangladesh,"Town, Dhaka",,,,,,,
231,The Glencoe Foundation,"House-114, Road-15,",2605,27-Oct-10,27-Oct-15,27-Oct-20,Dhaka,Australia,
,,"Block-C, Banani, Dhaka-",,,,,,,
,,1213,,,,,,,
,,"Phone: 9855324, Fax:",,,,,,,
,,9855324,,,,,,,
232,The Global Alliance for,"Appt-A/3 (2nd Fl.),",2785,12-May-13,12-May-18,12-May-28,Dhaka,Switzerland,
,Improved Nutirtion,"House- New(B)/1 2/1,",,,,,,,
,,"Road-71, North",,,,,,,
,,"Gulshan-2, Dhaka.",,,,,,,
233,The Humanitarian &,"45 Topkhana Road,",2914,25-Jan-15,,25-Jan-20,Dhaka,UK,
,Saving Lives Trust,Tropikhana Tower (11th,,,,,,,
,,"Floor), Room-11/D,",,,,,,,
,,Dhaka,,,,,,,
,,Phone: 079844309929,,,,,,,
234,The Optimists,"2, Bijoy Nagar (Ground",2179,26-Dec-06,26-Dec-16,26-Dec-21,Dhaka,USA,
,,"Floor), Paltan, Dhaka-",,,,,,,
,,1000,,,,,,,
,,Phone: 02-8331516,,,,,,,
,,www.theoptimists.gmail,,,,,,,
,,.com,,,,,,,
235,The Reiyukai,"59 East Basabo,",2173,7-Dec-06,7-Dec-11,7-Dec-16,Dhaka,Japan,
,Bangladesh,"Sabujbagh, Dhaka-",,,,,,,
,,1219,,,,,,,
,,"Phone: 01819-338414,",,,,,,,
,,01819-338418,,,,,,,
236,The Salvation Army,House-365/2 DOHS,33,22-Apr-81,15-May-15,15-May-20,Dhaka,UK,
,,"Baridhara, Road-06,",,,,,,,
,,"West, Dhaka-1206",,,,,,,
,,"Phone: 8411755, Fax:",,,,,,,
,,8411757,,,,,,,
237,The Sreepur Village,"House-20, Road-17,",1144,16-Mar-97,16-Mar-17,16-Mar-27,Dhaka,UK,
,Bangladesh,"Nikonja-2, Dhaka",,,,,,,
,,Phone: 8953308,,,,,,,
,,www.thesreepurvillage.,,,,,,,
,,org,,,,,,,
238,The Swallows India,"4/6 (G. Floor), Block-a,",85,22-Apr-81,15-May-15,15-May-20,Rajshahi,Sweden,
,Bangladesh,"Lalmatia, Dhaka-1207",,,,,,,
,,Phone: 01713-015642,,,,,,,
239,The Zakat Foundation of,"7/1, Monesar Road,",2214,21-Mar-07,21-Mar-17,21-Mar-22,Dhaka,USA,
,America Bangladesh,"Zigatola,Dhaka-1209",,,,,,,
,,Phone: 9631120,,,,,,,
240,Transform Aid,86 Monipuripara (1st,1324,21-Dec-98,21-Dec-18,21-Dec-28,Dhaka,Australia,
,International,"Floor), Flat No. A5,",,,,,,,
,Bangladesh,"Farmgate, Tejgaon,",,,,,,,
,,Dhaka-1215,,,,,,,
,,Phone: 9123277,,,,,,,
,,Email:,,,,,,,
,,abwaid@bdcom.com,,,,,,,
241,Tranzsend-Bangladesh,"Mission House, Mission",74,22-Apr-81,15-May-15,15-May-20,Chandpur,New Zealand,
,,"Road, Post Box-3,",,,,,,,
,,Chandpur.,,,,,,,
,,Phone: 0841-66556,,,,,,,
242,Uchicago Research,"House-04, Road-2B,",2959,20-Aug-15,,20-Aug-20,Dhaka,USA,
,Bangladesh LLC,"Sector-4, Uttara Model",,,,,,,
,,"Town, Dhaka",,,,,,,
,,Phone: 8952011,,,,,,,
243,Unitarian Service,"4/1, Iqbal Road,",114,30-Dec-81,15-May-10,15-May-15,Dhaka,Canada,
,Committee of Canada in,"Mohammadpur, Dhaka",,,,,,,
,Bangladesh,Phone : 8112031,,,,,,,
244,United Kingdom,"House-144 (3rd Floor),",1889,20-Nov-03,20-Nov-13,20-Nov-18,Sylhet,UK,Cancelled on
,Bangladesh Education,"Road-04, Block-E,",,,,,,,"09/08/2010,"
,Trust (UKBET),"Shahjalal Uposhahar,",,,,,,,Revived on
,,,,,,,,,9/6/2011
,,Sylhet-3100,,,,,,,
,,Phone: 0821-723089,,,,,,,
,,www.ukbetbd.org,,,,,,,
245,United Purpose,"House-08, Road-28,",702,4-May-93,4-May-18,4-Dec-28,Dhaka,UK,
,,"Block-K, Banani,",,,,,,,
,,Dhaka.,,,,,,,
,,"Phone: 8855296,",,,,,,,
,,9883267,,,,,,,
,,www.concern-,,,,,,,
,,universal.org,,,,,,,
246,United Social,"21/1, Jigatola,",772,9-Nov-93,,9-Nov-98,Dhaka,USA,
,Organization,"Dhanmondi R.A.,",,,,,,,
,,Dhaka,,,,,,,
247,University Research,"Basati Condominium,",2655,25-Aug-11,25-Aug-16,25-Aug-21,Dhaka,USA,
,Co.LLC. Centre for,"House-15, Road-17,",,,,,,,
,Human Services,"Banani, Dhaka.",,,,,,,
248,Voluntary Service,"House-382, Road-28,",21,22-Apr-81,15-May-15,15-May-20,Dhaka,UK,
,Overseas (VSO),"New DOHS, Mohakhali,",,,,,,,
,,Dhaka-1206,,,,,,,
,,"Phone: 9851462, Fax:",,,,,,,
,,9893243,,,,,,,
,,www.vsointernational.or,,,,,,,
,,g,,,,,,,
249,Volunteers Association,"House-806, Road-03,",2041,17-Jan-06,17-Jan-16,17-Jan-21,Dhaka,USA,
,for Bangladesh,Baitual Aman Housing,,,,,,,
,,"Society, Adabor, Dhaka",,,,,,,
,,Phone: 9104558,,,,,,,
250,Water & Life,"Flat-5A, 7/8 Sir Syed",2802,24-Jul-13,24-Jul-18,24-Jul-28,Dhaka,France,
,Bangladesh,"Road, Asad Gate,",,,,,,,
,,"Mohammedpur, Dhaka.",,,,,,,
,,Phone: 01730-641333,,,,,,,
251,Water & Sanitation for,"House-103, Lane-4,",2694,17-May-12,17-May-17,17-May-27,Dhaka,UK,
,the Urban Poor,"Jannata Housing,",,,,,,,
,,"Mirpur-2, Dhaka.",,,,,,,
,,Phone: 8143742,,,,,,,
252,Water Aid,"House-97/B, Road-25,",1022,31-Mar-96,31-Mar-16,31-Mar-21,Dhaka,UK,
,,"Block-A, Banani, Dhaka-",,,,,,,
,,1213,,,,,,,
,,"Phone: 8815757, Fax:",,,,,,,
,,9882577,,,,,,,
,,www.wateraid.org/bangl,,,,,,,
,,adesh,,,,,,,
253,Water Org.,"House-741, Road-09,",2916,25-Jan-15,,25-Jan-20,Dhaka,USA,
,,Baitul Aman Housing,,,,,,,
,,"Society, Dhaka.",,,,,,,
,,Phone: 01972-712901,,,,,,,
254,Welfare Association,"House-15, Road-11,",680,26-Jan-93,26-Jan-13,26-Jan-18,Dhaka,UAE,
,Fujairah,"Sector-04, Uttara Model",,,,,,,
,,"Town, Dhaka.-1230",,,,,,,
,,"Phone: 8913677, Fax:",,,,,,,
,,8913677,,,,,,,
255,Well International,"House-06, Ward-03,",2243,13-Jun-07,13-Jun-17,13-Jun-27,Dhaka,South Korea,
,,"Road-03, Solmaid,",,,,,,,
,,"Ferajitola, Badda,",,,,,,,
,,Dhaka.,,,,,,,
,,Phone: 01716-817476,,,,,,,
256,Wildlife Conservation,"House-89, Road-2,",2750,10-Dec-12,10-Dec-17,10-Dec-27,Khulna,USA,
,Society,"Sonadanga, Khulna",,,,,,,
,,Phone: 01713-228800,,,,,,,
257,Winrock International,"House-2(2nd Fl.), Rd-",1269,1-Jun-98,1-Jun-18,1-Jun-28,Dhaka,USA,
,Institute For Agriculture,"23/A, Gulshan, Dhaka",,,,,,,
,Development,Phone :,,,,,,,
,,"98,879,439,889,183",,,,,,,
,,www.winrock.org,,,,,,,
258,World Assembly of,"House-17, Road-5,",1470,20-Jan-00,20-Jan-05,20-Jan-10,Dhaka,Saudi Arabia,
,Muslim Youths,"Sector-7, Uttara Model",,,,,,,
,,"Town, Dhaka",,,,,,,
,,Phone : 8919123,,,,,,,
259,World Concern,"12/8 Iqbal Road, Block",561,16-Nov-91,16-Nov-16,16-Nov-21,Dhaka,USA,
,,"# A, Mohammadpur,",,,,,,,
,,Dhaka-1207,,,,,,,
,,"Phone : 8124543, Fax:",,,,,,,
,,8113255,,,,,,,
,,www.worldconcernbd.or,,,,,,,
,,g,,,,,,,
260,World Life,"Holding-11/15, Block-K,",2109,11-Jul-06,11-Jul-16,11-Jul-21,Dhaka,South Korea,
,,"Pastrim Bilashpur,",,,,,,,
,,"Joydebpur, Gazipur-",,,,,,,
,,1700,,,,,,,
,,Phone: 01680-221554,,,,,,,
261,World Mission Prayer,"LAMB Hospital, PO-",112,10-Nov-81,15-May-15,15-May-20,Dhaka,USA,
,League (Lamb Hospital),"Parbatipur, Dinajpur-",,,,,,,
,,5250,,,,,,,
,,Phone: 05334-74386,,,,,,,
,,www.lambproject.org,,,,,,,
262,World Renew,"House-268 (2nd Fl.),",43,22-Apr-81,15-May-15,15-May-20,Dhaka,USA,
,,"Lane-08, DOHS,",,,,,,,
,,"Baridhara, Dhaka-1212",,,,,,,
,,"Phone: 8419171,",,,,,,,
,,8415076,,,,,,,
,,Fax: 8415076,,,,,,,
263,World View International,"House-539, R-12, Baitul",494,29-Jun-91,29-Jun-01,29-Jun-06,Dhaka,Norway,
,Foundation,"Aman Housing Society,",,,,,,,
,,"Adabar, Shyamoli,",,,,,,,
,,Dhaka.,,,,,,,
,,Phone : 8113138,,,,,,,
264,World Vision,34 Kemal Ataturk,47,22-Apr-81,15-May-15,15-May-20,Dhaka,USA,
,Bangladesh,"Avenue, AWAL Centre",,,,,,,
,,"(4th Fl.), Banani,",,,,,,,
,,Dhaka.,,,,,,,
,,"Phone: 8813555-7,",,,,,,,
,,8815515-7,,,,,,,
,,Fax: 880-2-8815180,,,,,,,
265,Yardimeli International,"House-06, Road-10,",2965,14-Sep-15,,14-Sep-20,Dhaka,Turkey,
,Humanitarian Relief,"Sector-13, Uttara,",,,,,,,
,Organization,Dhaka,,,,,,,
,,Phone: 01684-343434,,,,,,,
