"","num_var","ngo_name","ngo_address","reg_no","reg_date","renewed_on","valid_until","district","county","remarks","type_ngo"
"1315",1315,"Medicins Sans Frontieres (MSF) Spain","Flat-2, Floor-2, Road-25, House- 97/A, Block-A, Banani, Dhaka-1213.","3170 ","14-Nov-18 "," ","14-Nov-28 ","Dhaka ","Spain "," ","local"
"1316",1316,"Medicins Sans Frontieres- Belgium (MSFB) ","House-16, Road-32, Gulshan-1, Dhaka. Phone: 8817134-6","2473  ","6-Aug-09  ","6-Aug-14  ","6-Aug-24  ","Dhaka  ","Belgium  ","  ","local"
"1317",1317,"Meghna Mohila-O-Shishu Unnayan Sangstha ","Vill: Kullia, Post: Amria, Upazila: Magura, Dist: Magura. Phone: 01911-384331","2643  ","29-May-11  ","29-May-16  ","29-May-21  ","Magura  ","Bangladesh  ","  ","local"
"1318",1318,"Meghna Social health & Development Foundation  ","Ad. Mohammad Ali Market (2nd Floor), Takpara Main Road, Cox'sBazar. Phone: 01917-763842","2537   ","2-Feb-10   ","2-Feb-15   ","2-Feb-25   ","Cox'sBazar   ","Bangladesh   ","   ","local"
"1319",1319,"Meherpur Foundation  ","College Road, Post: Meherpur, Dist.: Meherpur. Phone: 0791-62733","2220  ","4-Apr-07  ","4-Apr-17  ","4-Apr-27  ","Meherpur  ","Bangladesh  ","  ","local"
"1320",1320,"Mennonite Central Committee (MCC)  ","4/10, Iqbal Road, Mohammadpur, Dhaka-1207 Phone: 9117065, 9114366 www.mcc.org/bangladesh.","59   ","22-Apr-81   ","15-May-15   ","15-May-20   ","Dhaka   ","USA   ","   ","local"
"1321",1321,"Mercy Corps.   ","Dhaka Crystal Palace, 3rd floor, House-SE(D)22, Road-140, Gulshan South Avenue, Gulshan, Dhaka","3206   ","7-Jul-19   ","   ","7-Jul-29   ","Dhaka   ","USA   ","   ","local"
"1322",1322,"MHASA  ","House-55, Road-9, Block-F, Banani, Dhaka Phone : 8827436, 01711-567589","1771  ","2-Dec-02  ","2-Dec-12  ","2-Dec-17  ","Dhaka  ","Bangladesh  ","  ","local"
"1323",1323,"Micro Industries Development Assistance Society (MIDAS)  ","Midas Cetre (11th Floor), Plot No.-5, Road-16 (Old-27), Dhanmondi, Dhaka-1209 Phone: 8116094, Fax: 8124227 www.midas-bd.com.bd","123    ","13-Aug-82    ","15-May-15    ","15-May-20    ","Dhaka    ","Bangladesh    ","    ","local"
"1324",1324,"Mirnmoyee Mohilla Unnayan Sangstha ","Vill: Charlaxmipur, PO&PS: Rajbari, Dist: Rajbari Phone: 01716-584415","2861  ","28-May-14  ","  ","28-May-19  ","Rajbari  ","Bangladesh  ","  ","local"
"1325",1325,"Misbah Foundation  ","House-30, Road-16, Sector-03, Uttara, Dhaka-1230 Phone: 8911424","2104  ","8-Jun-06  ","  ","8-Jun-11  ","Dhaka  ","Bangladesh  ","  ","local"
"1326",1326,"Missionaries of Charity  ","Shishu Bhaban, 26, Islampur Road, Dhaka Phone : 7391116, 01732-711050","58  ","22-Apr-81  ","15-May-15  ","15-May-20  ","Dhaka  ","India  ","  ","local"
"1327",1327,"Misuk (A centre for Social Advancement) ","Vill. & P.O. Mirzaganj, Thana Domar, Nilphamari Phone: 01716-137301","833  ","6-Jun-94  ","6-Jun-09  ","6-Jun-14  ","Nilphamari  ","Bangladesh  ","  ","local"
"1328",1328,"Mitali Sangha   ","128/6 (3rd Floor), Bright Star Lane, Ulon Road, West Rampura, Dhaka-1219 Phone: 01916-828134","539   ","30-Sep-91   ","30-Sep-11   ","30-Sep-16   ","Dhaka   ","Bangladesh   ","   ","local"
"1329",1329,"Mitali Unnayan Sangstha (MUS)  ","Vill. Sundarpur, P.O. Guchapara, Thana Chunarughat, Habiganj Phon: 01711-145017","975   ","14-Oct-95   ","14-Oct-15   ","14-Oct-20   ","Habiganj   ","Bangladesh   ","   ","local"
"1330",1330,"Moanoghar   ","Rangapani, Rangamati, Post: Box-05, Ramgamati Hill Tracts. Phone: 0351-61043 www.moanoghar.org","1637   ","14-May-01   ","14-May-16   ","14-May-21   ","Rangamati   ","Bangladesh   ","   ","local"
"1331",1331,"Model Livestock Advancement Foundation ","Model Lifestock Institute, Dhaka Campus, Demra, Dhaka. Phone: 01719889294","3155  ","25-Jun-18  ","25-Jun-18  ","25-Jun-28  ","Dhaka  ","Bangladesdh  ","  ","local"
"1332",1332,"Modern Development Organization(MDO)","Gunergati, Sirajganj. Phone: 0751-62386","2418 ","3-Mar-09 ","3-Mar-14 ","3-Mar-19 ","Sirajganj ","Bangladesh "," ","local"
"1333",1333,"Mohamuni Bidhaba-O- Anath Shishu Kalyan Kendra ","Vill: pahartali, Post: Mohamuni, Raozan, Chittagong  Phone : 207285, 01817-755883","135   ","14-Nov-82   ","15-May-15   ","15-May-20   ","Chittagong   ","Bangladesh   ","   ","local"
"1334",1334,"Mohideb Jubo Samaj Kalyan Samity  ","Vill: Mohideb, P.O: Jummahat, Thana: Ulipur, Kurigram Phone: 01714-333911 www.mjsks.org","447   ","8-Mar-91   ","8-Mar-16   ","8-Mar-21   ","Kurigram   ","Bangladesh   ","   ","local"
"1335",1335,"Mohila Bohumukhi Shikha Kendra ","Vill. Balubari, Nim Nagar, P.O. & Dist. Dinajpur Phone: 0531-64433","474  ","26-May-91  ","26-May-16  ","26-May-21  ","Dinajpur  ","Bangladesh  ","  ","local"
"1336",1336,"Mohila Kormasamgsthan O Daridra Bimochan Sangstha","Sahebpara, Joypurhat, Sadar, Joypurhat Phone: 0144842972","3045  ","16-Oct-16  ","  ","16-Oct-21  ","Joypurhat  ","Bangladesh  ","  ","local"
"1337",1337,"Mohila Sabolambi Sohayak Sangstha (MSSS)  ","6th Building House (Gr. Floor), Natore Road, PO+PS: Puthia, Dist.: Rajshahi. Phone: 01726-345988","2516   ","17-Nov-09   ","   ","17-Nov-14   ","Rajshahi   ","Bangladesh   ","   ","local"
"1338",1338,"Mohila Samaj Kalyan Samity","Tengapara, Mohanganj, Netrokona","580 ","6-Jan-92 ","6-Jan-16 ","6-Jan-21 ","Netrakona ","Bangladesh "," ","local"
"1339",1339,"Mohila Samaj Unnayn Sangstha  ","Vill+PO: Sonapur, Upazilla: Baliakandi, Diat: Rajbari. Phone: 01718-123387 ","1097   ","14-Nov-96   ","14-Nov-06   ","14-Nov-11   ","Rajbari   ","Bangladesh   ","Cancelled on 23/12/2010, Revived on 14/10/2012","local"
"1340",1340,"Mohila Sanghati Parishad  ","318, New Bilshimla, Mosque Lane, Rajshahi-6000 Phone: 0721-762084","1229  ","30-Dec-97  ","30-Dec-12  ","30-Dec-17  ","Rajshahi  ","Bangladesh  ","  ","local"
"1341",1341,"Mohila Unnayan Foundation (MUF)  ","Housing State, House-21, Block- C, Raghunandanpur, Sree Aungan, Faridpur. Phone: 01712-149361","1821   ","29-Apr-03   ","29-Apr-18   ","29-Apr-28   ","Faridpur   ","Bangladesh   ","   ","local"
"1342",1342,"Mohisbathan Samaj Kallayan Samity ","PO: Sheker Kola, Upazila: Bogra Sadar, Dist: Bogra Phone: 01728-505776","2860  ","27-May-14  ","  ","27-May-19  ","Bogra  ","Bangladesh  ","  ","local"
"1343",1343,"Moitree Palli Unnayan Shangathon ","Khandaker Para, Sherpur, Powraba Shava Sherpur, Bogra. Phone: 05029-77159","2651  ","28-Jun-11  ","28-Jun-16  ","28-Jun-21  ","Bogra  ","Bangladesh  ","  ","local"
"1344",1344,"Momoda Foundation  ","House-1066, Road-7, Avenue-7, Mirpur DOHS, Dhaka, Phone: 1711590416","3146  ","3-May-18  ","  ","3-May-28  ","Dhaka  ","Bangladesh  ","  ","local"
"1345",1345,"Momota Samaj Kallayan Sangstha  ","Vill: Shalgaria thanapara, P.O.: Pabna, Upazila: Pabna Sadar, Dist.: Pabna. Phone: 0731-64513","2563   ","22-Apr-10   ","22-Apr-15   ","22-Apr-20   ","Pabna   ","Bangladesh   ","   ","local"
"1346",1346,"Moon Light Development Society","Joypurpara, Bogra, Mob: 1749579100","3209 ","21-Jul-19 "," ","21-Jul-29 ","Bogra ","Bangladesh "," ","local"
"1347",1347,"Mosabbir Memorial foundation ","House-36, Road-02, Dhanmondi R/A, Dhaka-1205 Phone: 8622401, Fax: 8622402","1982  ","9-Nov-04  ","9-Nov-14  ","9-Nov-19  ","Dhaka  ","Bangladesh  ","  ","local"
"1348",1348,"Motaharun Nesa Maternal & Infant Care (MMIC)  ","Navana Southern Wood, Falat- C/1, House-06, Road-14, Dhanmondi R/A, Dhaka. Phone: 9110809","2247   ","21-Jun-07   ","21-Jun-12   ","21-Jun-17   ","Dhaka   ","Bangladesh   ","   ","local"
"1349",1349,"Mother & Child Development Organization  ","Vill: Jahangirpur, PO: Singhajuly, PS: Chawgacha, Dist: Jessore Phone: 01736-956565","2852   ","18-Mar-14   ","   ","18-Mar-19   ","Jessore   ","Bangladesh   ","   ","local"
"1350",1350,"Mother & Child Internal Welfare Organization ","House-30, Road-02, West Katasur, Mohammadpur, Dhaka. Phone: 8125193","1271  ","11-Jun-98  ","11-Jun-18  ","11-Jun-28  ","Dhaka  ","Bangladesh  ","  ","local"
"1351",1351,"Motivation Awareness Training and Implementation (MATI)","67/1, S.A. Sarkar Road, Shankipara, Mymensing. Phone: 01711-103063","1524  ","16-May-00  ","16-May-15  ","16-May-20  ","Mymensingh  ","Bangladesh  ","  ","local"
"1352",1352,"Mouchash Unnayan Sangstha (MUS) ","Vill: Kakraid, PO: Kakraid, UZ: Modhupur, Dist: Tangail. Phone: 01712-563501","596  ","11-Feb-92  ","11-Feb-12  ","11-Feb-17  ","Tangail  ","Bangladesh  ","  ","local"
"1353",1353,"Moulvibazar Andha Kalyan Samity (MBNSB)  ","Shamsernagar Road, Matar Kapan, Moulvibazar. Pone: 0861-52670, 62045 Fax: 0861-62045","1981   ","9-Nov-04   ","9-Nov-14   ","9-Nov-19   ","MoulaviBazar   ","Bangladesh   ","   ","local"
"1354",1354,"Mousumi ","Ukilpara, PO+PS+Dist: Naogaon Phone: 0741-61131","397 ","22-Oct-90 ","22-Oct-15 ","22-Oct-20 ","Dhaka ","Bangladesh "," ","local"
"1355",1355,"Move Foundation  ","House-124/1, Ahamedbag, Sabujbag, Dhaka. Mob: 01711376552","3139  ","6-Feb-18  ","  ","6-Feb-28  ","Dhaka  ","Bangladesh  ","  ","local"
"1356",1356,"Movement of Social Upliftment","470/4 (Ground Floor), West Sewrapara, Mirpur, Dhaka.","2336 ","20-Apr-08 "," ","20-Apr-13 ","Dhaka ","Bangladesh "," ","local"
"1357",1357,"Moytree Bangladesh ","10/22, Iqbal Road, Mohammadpur, Dhaka.","2095 ","21-May-06 "," ","21-May-11 ","Dhaka ","Bangladesh "," ","local"
"1358",1358,"Mozahar Uddin Multicraft Centre ","Vill+Post: Jamal Nagar, P.S.: Assasuni, Dist.: Satkhira. Phone: 01911-332794","1565  ","17-Sep-00  ","17-Sep-10  ","17-Sep-15  ","Sathkhira  ","Bangladesh  ","  ","local"
"1359",1359,"Mozidia Trust    ","130 D.I.T Extension Road, Rahmat Bhaban (2nd Floor), Fakirapool, Motijheel, Dhaka- 1000 Phone: 9336869","2238    ","27-May-07    ","27-May-17    ","27-May-27    ","Dhaka    ","UK    ","    ","local"
"1360",1360,"Mritshilpa Unnayan Sangstha","46, Hazi Meher Ali Road, Khulna Phone: 01718-695249","2924 ","29-Apr-15 "," ","29-Apr-20 ","Khulna ","Bangladesh "," ","local"
"1361",1361,"Mro Chow Chen Chap Euong Ra Tia  ","Uzanipara, Bandarban Phone: 0631-63580  ","734   ","28-Jul-93   ","28-Jul-13   ","28-Jul-18   ","Bandarban   ","Bangladesh   ","Cancelled on 26/05/2010, Revived on 20/10/2010","local"
"1362",1362,"Mukti   ","House-504, Road-12/A, Baitul Aman Housing Society, Adabar, Dhaka-1207 Phone: 01979-222268","992   ","28-Nov-95   ","28-Nov-15   ","28-Nov-20   ","Dhaka   ","Bangladesh   ","   ","local"
"1363",1363,"Mukti Cox's Bazar   ","Sarda Bhaban, Gol Digir Par, Cox'xBazar. Phone: 0341-62558, Fax: 0341- 51103","1897   ","8-Jan-04   ","8-Jan-19   ","8-Jan-29   ","Cox'sBazar   ","Bangladesh   ","   ","local"
"1364",1364,"Mukti Foundation   ","Village+P.O.+Thana: Tala, Dist: Satkhira Phone: 04727-56147, 01716- 840797","1391   ","8-Jun-99   ","8-Jun-14   ","8-Jun-19   ","Sathkhira   ","Bangladesh   ","   ","local"
"1365",1365,"Mukti Juddha Smrity Trust  ","5 Segungicha, Dhaka-1000 Phone : 9559091, Fax: 9559092 www.liberationwarmuseum.org","1007  ","4-Feb-96  ","4-Feb-16  ","4-Feb-21  ","Dhaka  ","Bangladesh  ","  ","local"
"1366",1366,"Mukti Mohila Samity (MMS)  ","Uttar Daulatpur, Upazila: Goalando, Rajbari. Phone: 01712-525471","2522  ","22-Dec-09  ","22-Dec-14  ","22-Dec-19  ","Rajbari  ","Bangladesh  ","  ","local"
"1367",1367,"Mukti Nari-O-Shishu Unnayan Sangstha   ","108/53, Shoshi Bhusan, Pramanik Road,Thanapara, Kustia-7000 Phone: 071-62153 www.muktiorg.bd","1123    ","12-Jan-97    ","12-Jan-17    ","12-Jan-12    ","Kustia    ","Bangladesh    ","    ","local"
"1368",1368,"Mukti Sheba Shangstha   ","Vill: Hatkaramja, PO: hatkaramja, PS: Sonatola, Dist: Bogra. Phone: 01716-254027","726   ","3-Jul-93   ","3-Jul-08   ","3-Jul-13   ","Bogra   ","Bangladesh   ","   ","local"
"1369",1369,"Muktir Path Mohila Sangstha ","Vill: Khagdi, PO: Charmogaria, PS & Dist: Madaripur. Phone: 01717-111725","2935  ","27-May-15  ","  ","27-May-20  ","Madaripur  ","Bangladesh  ","  ","local"
"1370",1370,"Mukto Akash Bangladesh   ","138/Ka, Pisciculture Housing Society, Shaymoli, Mohammadpur, Dhaka Phone: 9136570","2539   ","4-Feb-10   ","4-Feb-15   ","4-Feb-20   ","Dhaka   ","Bangladesh   ","   ","local"
"1371",1371,"Multi Serve International (MSI) ","House-06, (1st Floor), Road-10, Sector-13, Uttara, Dhaka-1230 Phone: 01671-721772","2275  ","4-Oct-07  ","4-Oct-17  ","4-Oct-27  ","Dhaka  ","Bangladesh  ","  ","local"
"1372",1372,"Multi Task ","Vill+PO+PS: Pathorgata, Dist: Barguna.","2593 ","5-Sep-10 "," ","5-Sep-15 ","Barguna ","Bangladesh "," ","local"
"1373",1373,"Multi Wings Society  ","Gulshan Shaoping Centre, Room No-229-230 (5th Floor), Gulshan-1, Dhaka.","2269  ","10-Sep-07  ","  ","10-Sep-12  ","Dhaka  ","Bangladesh  ","  ","local"
"1374",1374,"Municipal Association of Bangladesh","House-513, Road-10, Flat-A/£, DOHS, Baridhara, Dhaka-1206.","2642 ","23-May-11 ","23-May-16 ","23-May-26 ","Dhaka ","Bangladesh "," ","local"
"1375",1375,"Munshi Atar Ali Welfare Society (MAAWS)   ","Vill: Earpur, PO: Somir Munshirhat, PO: Senbagh, Dist: Noakhali Phone: 01711358247 www.maaws.org","1745    ","7-Oct-02    ","7-Oct-12    ","7-Oct-17    ","Dhaka    ","Bangladesh    ","    ","local"
"1376",1376,"Muslema Khatoon Welfare Trust ","23 Rabindra Sarani, Sector-3, Uttara Model Town, Dhaka Phone: 8914483","2820  ","29-Sep-13  ","29-Sep-18  ","29-Sep-28  ","Dhaka  ","Bangladesh  ","  ","local"
"1377",1377,"Muslim Aid-UK, Bangladesh Field Office    ","House-13 (4th & 5th Floor), Road-27, Block-J, Banani, Dhaka-1213. Phone: 8836221, 8836421, Fax: 8821368 www.muslimaidbd.org","552     ","10-Nov-91     ","10-Nov-16     ","10-Nov-21     ","Dhaka     ","UK     ","     ","local"
"1378",1378,"Muslim Hands International  ","House-6/11 (5th Floor), Block-E, Lalmatia, Dhaka Phone: 9113029","966  ","30-Aug-95  ","30-Aug-15  ","30-Aug-20  ","Dhaka  ","UK  ","  ","local"
"1379",1379,"Muslim Welfare Organisation ","Harisachar Bazar Post.- Vora Jangapur Laksam, Comilla.","1878  ","11-Oct-03  ","11-Oct-08  ","11-Oct-13  ","Comilla  ","Bangladesh  ","  ","local"
"1380",1380,"Mymensingh Disabled People's Organization to Development (Mymensingh-DPOD)","Vill: Bhoradoba Club Bazar, P.P.: Bhoradoba, P.S.: Bhaluka- 2240, Dist.: Mymensingh. Phone; 892315, 01715-430710","2570   ","6-May-10   ","6-May-15   ","6-May-20   ","Mymensingh   ","Bangladesh   ","   ","local"
"1381",1381,"N.A. C (necessary Assistance for Community)","Kabi Bhaban, Sur Bitan Road, Post+Dist: Hobigonj.","2063 ","25-Jan-06 "," ","25-Jan-11 ","Habiganj ","Bangladesh "," ","local"
"1382",1382,"N.Z. Ekata Mohila Samiti   ","Chairmanpara, Lama, Bandarban. Phone: 01727-628026 www.ekata-cht.org","2083   ","19-Mar-06   ","19-Mar-16   ","19-Mar-21   ","Bandarban   ","Bangladesh   ","   ","local"
"1383",1383,"Nabajug Unnayan Sangstha   ","House-23, Road-09, South Baridhara, Merul Badda, Dhaka- 1212, Mob:01711-155594, 01813-362129","1343    ","1-Feb-99    ","1-Feb-14    ","1-Feb-19    ","Dinajpur    ","Bangladesh    ","    ","local"
"1384",1384,"Nabaratna Foundation","Ganakpara, Dist. Munshigonj.","2202","8-Mar-07","","8-Mar-12","Munshiganj","Bangladesh","","local"
"1385",1385,"Nabaron Akkya Sangha","Town Colony, Shripur, Bogra.","2279","11-Oct-07","","11-Oct-12","Bogra","Bangladesh","","local"
"1386",1386,"Nabarun Kallayan Sangstha  ","8/36C Eastern Plaza, Sonargaon Road, Dhaka-1205. Phone: 8612810, Fax: 9663310 ","1000   ","15-Jan-96   ","15-Jan-05   ","15-Jan-10   ","Dhaka   ","Bangladesh   ","Cancelled on 29/07/2010, Revived on 3/10/2011","local"
"1387",1387,"Nabarun Nari Shikha  ","House-89, Block-H, Road-14, South Banasree, Dhaka Phone: 01818-562929","2865  ","15-Jun-14  ","  ","15-Jun-19  ","Dhaka  ","Bangladesh  ","  ","local"
"1388",1388,"Nabin Palli Unnayan Sangstha (NPUS) ","Vill+P.O+Thana: Sadullapur, Dist: Gaibandha. Phone: 01716-276264","1366  ","12-Apr-99  ","12-Apr-14  ","12-Apr-19  ","Gaibandha  ","Bangladesh  ","  ","local"
"1389",1389,"Nabolok Parishad    ","House-163, Road-11, Nirala R/A, Khulna-9100 Phone: 041-720155, 810855 Phone: 721882 www.nabolokbd.org","550    ","23-Oct-91    ","23-Oct-16    ","23-Oct-21    ","Khulna    ","Bangladesh    ","    ","local"
"1390",1390,"Nagar Daridra Basteebashir Unnayan Sangstha","House-385, Road-05, Banai, PO: KPS, Gulshan, Dhaka. Phone: 01711-583101","2781  ","9-Apr-13  ","9-Apr-18  ","9-Apr-28  ","Dhaka  ","Bangladesh  ","  ","local"
"1391",1391,"Nagorik Odhiker  ","House-202/1, Charkolony, Barguna Sadar, Barguna Phone: 01712-801699","2828  ","3-Nov-13  ","  ","3-Nov-18  ","Barguna  ","Bangladesh  ","  ","local"
"1392",1392,"Nagorik Uddyog   ","House-8/14, Block-B, Lalmatia, Dhaka. Phone : 8115868, Fax: 9141511 www.nuhr.org","1240   ","23-Feb-98   ","23-Feb-18   ","23-Feb-28   ","Dhaka   ","Bangladesh   ","   ","local"
"1393",1393,"Nagorpur Disabled Peoples Orgaization to Development","Vill: & PO: Masudnagar, Upazilla: Nagorpur, Dist: Tangail Phone: 01726-122826","2952  ","30-Jul-15  ","  ","30-Jul-20  ","Tangail  ","Bangladesh  ","  ","local"
"1394",1394,"Nahar Health Services and Social Welfare Association","393, West Kafrul, Agargaon, Taltola, Dhaka.","2105 ","27-Jun-06 ","27-Jun-11 ","27-Jun-16 ","Dhaka ","Bangladesh "," ","local"
"1395",1395,"Naifa Maruf Foundation   ","House-13, Salamot Mollah Road, North Auchpara, Tongi, Gazipur. Phone: 01715-840855","2253   ","24-Jul-07   ","   ","24-Jul-12   ","Dhaka   ","Bangladesh   ","   ","local"
"1396",1396,"Nakagawa Trust   ","Village: South Salna, P.O:Salna Bazar, Thana: Joydebpur, Gazipur. Phone: 9204948","1515   ","15-Apr-00   ","20-Apr-10   ","20-Apr-15   ","Gazipur   ","Japan   ","   ","local"
"1397",1397,"Nakkhatra ","Ahad Plaza (2nd Floor), 841, Shekh Mujib Road, Chittagong","2011 ","5-Mar-05 "," ","5-Mar-10 ","Chittagong ","Bangladesh "," ","local"
"1398",1398,"Nalta Hospital and Community Health Foundation ","Trauma Center, 22/8/A, Mirpur Road, Shyamoly, Dhaka-1209 Phone : 8116969, 8130508 www.naltahospital.org.bd","1377   ","6-May-99   ","6-May-14   ","6-May-19   ","Dhaka   ","Bangladesh   ","   ","local"
"1399",1399,"Namijan Aftabi Foundation (NAF) ","Vill. Harunja, P.O. & Thana Kalai, Jaypurhat Phone: 01712-163339","600  ","7-Mar-92  ","6-Mar-12  ","6-Mar-17  ","Joypurhat  ","Bangladesh  ","  ","local"
"1400",1400,"Naobojagoran Sangstha ","Dupchacia, Bogra Phone: 051-51429","2481 ","17-Sep-09 ","17-Sep-14 ","17-Sep-19 ","Bogra ","Bangladesh "," ","local"
"1401",1401,"Naogaon Manabik Unnayan Sangstha ","Nazipur, Patnitola, Dist. Naogaon Phone: 01718-971916","486  ","8-Jun-91  ","8-Jun-16  ","8-Jun-21  ","Naogaon  ","Bangladesh  ","  ","local"
"1402",1402,"Narayangonj Sadar Upazila Protibodhi Unnayan Parishad","Sadar Upazila Complex, Shastapur, Fatulla, Narayanganj Phone: 02-7647762","3030  ","21-Jul-16  ","  ","21-Jul-21  ","Narayanganj  ","Bangladesh  ","  ","local"
"1403",1403,"Nareer Jonno Foundation  ","Uttarshur, Sreemongal, Dist.: Moulvibazar. Phone: 8811359","2552  ","16-Mar-10  ","  ","16-Mar-15  ","Moulavibazar  ","Bangladesh  ","  ","local"
"1404",1404,"Nari Bikash Kendra  ","Vill- Hariasa, P.O& PS: Janjira, Dist.: Shariatpur. Phone: 9125521, 01716-831551","2509  ","5-Nov-09  ","5-Nov-14  ","5-Nov-19  ","Shariatpur  ","Bangladesh  ","  ","local"
"1405",1405,"Nari Jagaron Mohila Unnayan Sangstha ","Vill? West Debipur, PO & UZ: Joypurhat, Dist: Joypurhat Phone: 01716-176503","2933  ","25-May-15  ","  ","25-May-20  ","Joypurhat  ","Bangladesh  ","  ","local"
"1406",1406,"Nari Kalyan Sangstha (NKS) ","House-27/2, (Harishikunjo), 2ndk Floor, Word-08, West Bhabanipur, Rajbari-7700","2652  ","14-Jul-11  ","14-Jul-16  ","14-Jul-21  ","Rajbari  ","Bangladesh  ","  ","local"
"1407",1407,"Nari Moitree   ","77/B, Malibagh Chowdhurypara, Khilgaon, Dhaka-1219. Phone : 9356573, Fax: 9354815 www.narimaitree.org","326   ","1-Nov-89   ","19-Nov-14   ","19-Nov-19   ","Dhaka   ","Bangladesh   ","   ","local"
"1408",1408,"Nari O Shishu Kallayan Foundation ","124/76/1, West Dhanmondi, Dhaka Phone: 01722-996505","3022  ","9-May-16  ","  ","9-May-21  ","Dhaka  ","Bangladesh  ","  ","local"
"1409",1409,"Nari Uddug Kendra     ","2/21, Babar Road,, Block # B, Mohammadpur, Dhaka Phone :8125804, 9139943, 9115696 fax: 9110088 www.nuk.bd.org","589     ","18-Jan-92     ","18-Jan-12     ","18-Jan-17     ","Dhaka     ","Bangladesh     ","     ","local"
"1410",1410,"Nari Unnayan Forum (NUF)   ","Kalibari, Razendra College Road, Jheeltuly, Faridpur Sadar, Faridpur-7800 Phone: 01711179520","2056   ","5-Jan-06   ","5-Jan-16   ","5-Jan-21   ","Faridpur   ","Bangladesh   ","   ","local"
"1411",1411,"Nari Unnayan Sangstha (NUS)  ","Vill: West Chakher, Gotaher Bari, PO: Chakher, Upazila: Banaripara, Dist: Barisal Phone: 01819-827142","2904   ","12-Nov-14   ","   ","12-Nov-19   ","Barisal   ","Bangladesh   ","   ","local"
"1412",1412,"Nari Unnayan Shakti     ","Arma Complex, House-1/B, Road-NS-1 (Main Road), Block- A, Banasree, Rampura, Dhaka- 1219 Phone: 8399911, Fax: 7287894 www.nusbd-women.org","995     ","11-Jan-96     ","11-Jan-16     ","11-Jan-21     ","Dhaka     ","Bangladesh     ","     ","local"
"1413",1413,"Naria Unnayan Samity   ","PO+UZ: Naria, Dist: Shariatpur- 8020 Phone: 0601-59154, Fax: 0601- 59169","964   ","27-Aug-95   ","27-Aug-15   ","27-Aug-20   ","Shariatpur   ","Bangladesh   ","   ","local"
"1414",1414,"Nari-O-Shisu Kallayan Sangstha (NSKS) ","New Bogra Road (In front of Circuit house), Sirajgonj-6700 Phone: 0751-64376","2369  ","15-Jun-08  ","15-Jun-13  ","15-Jun-18  ","Sirajganj  ","Bangladesh  ","  ","local"
"1415",1415,"Naripokkho    ","Rangs Nilu Square (4th Fl.), House-75, Satmasjid Road, Dhanmondi, Dhaka-1209 Phone: 8111991, Fax: 8116148 www.naripokkho.com","943    ","28-May-95    ","28-May-15    ","28-May-20    ","Dhaka    ","Bangladesh    ","    ","local"
"1416",1416,"Nary Kallyan Sangstha ","197, Central Basabo, Dhaka. 1778393118","3145 ","15-Apr-18 "," ","15-Apr-28 ","Dhaka ","Bangladesh "," ","local"
"1417",1417,"National Agency for Green Revolution (NAGR)  ","21/2, Khiljee Road (3rd Floor), Shaymoli, Mohammadpur, Dhaka-1207 Phone:8001162, 01815-401030","948   ","24-Jun-95   ","24-Jun-15   ","24-Jun-25   ","Dhaka   ","Bangladesh   ","   ","local"
"1418",1418,"National Alliance of Disabled Peoples Organization (NADPO)","House-24, Monipuripara, Sanshad Avenue, Dhaka, Phone: 1711595049","3148  ","8-May-18  ","  ","8-May-28  ","Dhaka  ","Bangladesh  ","  ","local"
"1419",1419,"National Anti Tuberrculosis Association of Bangladesh(NATAB) ","44/1, Bangabandhu Avenue, Dhaka-1000. Phone: 8833747 www.natab.org","2579   ","1-Jun-10   ","1-Jun-15   ","1-Jun-20   ","Dhaka   ","Bangladesh   ","   ","local"
"1420",1420,"National Association of Sports for the Persons with Disability ","House-534, Road-11, Baitul Aman Housing Society, Adabar, Shamoly, Dhaka-1207. Phone: 8151946","2159   ","12-Nov-06   ","   ","12-Nov-11   ","Dhaka   ","Bangladesh   ","   ","local"
"1421",1421,"National Council of Young Man's Christian Association of Bangladesh ","1/1, Pioneer Road, Kakrail, Ramna, Dhaka Phone : 9350413, Fax: 9350225 www.bangladeshymca.org","101   ","13-Aug-81   ","15-May-15   ","15-May-20   ","Dhaka   ","Bangladesh   ","   ","local"
"1422",1422,"National Development Centre (NDC)   ","Vill: Vangidangi, Post: Gendumollar Hat, PS: Faridpur Sadar, Dist: Faridpur  Phone: 01978-964478","1647    ","18-Jun-01    ","18-Jun-16    ","18-Jun-21    ","Faridpur    ","Bangladesh    ","Cancelled on 22/07/2010, Revived on 21/12/2016 ","local"
"1423",1423,"National Development Council (NDC)  ","NDC Campaus, Paharpur Road, Joypurhat. Phone: 01713-747706 www.ndcbd.org","788   ","29-Dec-93   ","29-Dec-13   ","29-Dec-18   ","Joypurhat   ","Bangladesh   ","   ","local"
"1424",1424,"National Development Initiative   ","Hometown Complex, 11th Floor, 87, New Eskaton Road, Dhaka- 1000 Phone: 8322991, Fax: 9337139 www.nationaldevelopment.org","2236    ","27-May-07    ","27-May-17    ","27-May-27    ","Dhaka    ","Bangladesh    ","    ","local"
"1425",1425,"National Development Organization(NADO)   ","2 RK Mission Road, Motaleb Mention (4th Floor), Wari, Dhaka-1203 Phone: 01716-817461 www.nadobd.org","441    ","11-Feb-91    ","11-Feb-16    ","11-Feb-21    ","Dhaka    ","Bangladesh    ","    ","local"
