num_var,ngo_name,ngo_address,reg_no,reg_date,renewed_on,valid_until,district,country,remarks
,,Phone: 01715-077055,,,,,,,
,,www.maneeshabd.com,,,,,,,
1293,Manikganj Disabled,"Vill: Rouhadaha, P.O:",2510,5-Nov-09,5-Nov-14,5-Nov-19,Manikganj,Bangladesh,
,People's Organization to,"Susshunda, UZ: Manikgonj",,,,,,,
,Development (MDPOD),"Sadar, Dist.: Manikganj.",,,,,,,
,,Phone: 01712-078254,,,,,,,
,,Fax: 0651-62717,,,,,,,
1294,Manob Kalyankami,"P.O. Chandigarr, UZ: Durgapur,",1244,25-Feb-98,25-Feb-09,25-Feb-14,Netrakona,Bangladesh,
,Anathalaya,Netrokona,,,,,,,
,,www.orphaagemk.org,,,,,,,
1295,Manob Shahayak Kendra,"Naw Para, PO: Mallikpur, PS:",2769,6-Mar-13,6-Mar-18,6-Mar-28,Joypurhat,Bangladesh,
,,"Joypurhat, Dist: Joypurhat",,,,,,,
,,Phone: 01718-330358,,,,,,,
1296,Manosika,"Vill.- Khatapara, Post. Sapibari,",1935,3-Jun-04,3-Jun-14,3-Jun-19,Lalmonirhat,Bangladesh,
,,"Upazilla- Aditmari, Dist.",,,,,,,
,,Lalmanirhat,,,,,,,
,,"Phone: 0591-61302, 01718-",,,,,,,
,,640945,,,,,,,
1297,Manusher Jonno,"House-47, Road-35/A, Gulshan-",2175,17-Dec-06,17-Dec-16,17-Dec-21,Dhaka,Bangladesh,
,Foundation,"2, Dhaka-1212",,,,,,,
,,"Phone: 02-9893910,",,,,,,,
,,1714007663,,,,,,,
,,www.manusherjonno.org,,,,,,,
1298,Marie Stopes Bangladesh,"House-6/2, Block-F, Lalmatia",2033,21-Apr-05,21-Apr-15,21-Apr-20,Dhaka,Bangladesh,
,(MSB),"Housing Estate, Mohammadpur,",,,,,,,
,,Dhaka-1207,,,,,,,
,,"Phone: 8114393, 8114394",,,,,,,
,,www.mariestopes.bd.org,,,,,,,
1299,Marie Stopes Clinic Society,"House-6/2, Block-F, Lalmatia",644,20-Aug-92,20-Aug-17,20-Aug-27,Dhaka,Bangladesh,
,,"Housing Estate, Dhaka-1207",,,,,,,
,,"Phone: 8114392, Fax: 8117673",,,,,,,
,,www.maristopes-bd.org,,,,,,,
1300,Marine Life Allience,"Omer Mension, Hazi Ahmed",2867,22-Jun-14,,22-Jun-19,Cox'sBazar,Bangladesh,
,,"Hossain Road, Sadar Upazilla",,,,,,,
,,"Gate, Cox'sbazar.",,,,,,,
,,Phone: 01729-090041,,,,,,,
1301,Markazul Muslimen,"2/G/3, Golden Street, Ring",2327,27-Mar-08,,27-Mar-13,Dhaka,Bangladesh,
,,"Road, Shamoly,",,,,,,,
,,"Mohammadpur, Dhaka-1207",,,,,,,
1302,Mary Somaj Kallyan,"Sheojgari, Talukdarpara, Sadar,",3187,6-Feb-19,,6-Feb-29,Bogra,Bangladesh,
,Sangstha,Bogra,,,,,,,
,,Mob; 01723359914,,,,,,,
1303,Masjid Council for,"15, Sonargaon Janapath (3rd",2287,13-Nov-07,13-Nov-12,13-Nov-22,Dhaka,Bangladesh,
,Community Advancement,"Floor), Sector: 07, Uttara,",,,,,,,
,(MACCA),Dhaka-1230.,,,,,,,
,,"Phone: 8954305, 8922008",,,,,,,
,,masjidcouncilbd.org,,,,,,,
1304,Masjid Samaj Bangladesh,"6/23, Lalmatia, Dhaka",67,22-Apr-81,15-May-01,15-May-06,Dhaka,Bangladesh,
,,Phone : 326269,,,,,,,
1305,Mass-Line Media Center,"House-1/20, Humayun Road,",1026,10-Apr-96,10-Apr-11,10-Apr-16,Dhaka,Bangladesh,
,(MMC),"Block-B, Mohammadpur, Dhaka",,,,,,,
,,"Phone : 8123446, 9125077",,,,,,,
,,www.mass-line.org.,,,,,,,
1306,Mather Bari Bohumukhi,"Haji Ali Mansion,",3186,20-Jan-19,,20-Jan-29,Cox'sBazar,Bangladesh,
,Somaj Kallan Sangstha,"Tarabaniachara, Cox'sbazar.",,,,,,,
,,Mob: 01990141607,,,,,,,
1307,Matrichaya Unnayan,"Ranigonj, Sadar, Dinajpur",3073,3-Jan-17,,3-Jan-22,Dinajpur,Bangladesh,
,Sangstha (MUS),,,,,,,,
1308,Maulana Hasmat Ullah,"Ranigaon ( Taraganj Bazar),",3208,10-Jul-19,,10-Jul-29,Sherpur,Bangladesh,
,Deobandi Foundation,"Nalitabari, Sherpur, Mob:",,,,,,,
,,1749579100,,,,,,,
1309,Mausumi Swanirvar,"Chakladar Vila, Sherpur,",1610,18-Jan-01,,18-Jan-06,Jamalpur,Bangladesh,
,Daridra Bimochan,Jamalpur,,,,,,,
,Sangstha,,,,,,,,
1310,Mayer Dak,"Vill. Tilbari, P.O. Radanagar,",1041,30-May-96,30-May-11,30-May-16,Gopalganj,Bangladesh,
,,"Thana Kotalipara, Gopalgonj",,,,,,,
1311,Mazharul Haque BNSB,Holding No-161/141 Cemilla,2671,8-Feb-12,8-Feb-17,8-Feb-22,Chandpur,Bangladesh,
,Eye Hospital,"road, Thana Sadar, Dist:",,,,,,,
,,Chandpur.,,,,,,,
,,Phone: 084163559,,,,,,,
1312,Medecins du Monde-,"Gamsia Paradido, Road-16/A,",3224,4-Nov-19,,4-Nov-29,Dhaka,France,
,France,"Plot-1/B, Floor-N-6,",,,,,,,
,,"Apartment-B6, Gulshan-1,",,,,,,,
,,Dhaka,,,,,,,
,,Mob: 01796616414,,,,,,,
1313,Medecins Sans Frontieres -,"House-34, Road-35, Gulshan-2,",665,11-Nov-92,11-Nov-12,11-Nov-22,Dhaka,France,
,France,Dhaka,,,,,,,
,,Phone : 8814324,,,,,,,
1314,Medicins Sans Frontieres -,"House # 102, Road-13/C, Block-",664,11-Oct-92,10-Nov-17,10-Nov-27,Dhaka,Netherlands,
,Holland,"E, Banani, Dhaka.",,,,,,,
,,"Phone : 8861690, Fax : 8814324",,,,,,,
1315,Medicins Sans Frontieres,"Flat-2, Floor-2, Road-25, House-",3170,14-Nov-18,,14-Nov-28,Dhaka,Spain,
,(MSF) Spain,"97/A, Block-A, Banani, Dhaka-1213.",,,,,,,
1316,Medicins Sans Frontieres-,"House-16, Road-32, Gulshan-1,",2473,6-Aug-09,6-Aug-14,6-Aug-24,Dhaka,Belgium,
,Belgium (MSFB),Dhaka.,,,,,,,
,,Phone: 8817134-6,,,,,,,
1317,Meghna Mohila-O-Shishu,"Vill: Kullia, Post: Amria, Upazila:",2643,29-May-11,29-May-16,29-May-21,Magura,Bangladesh,
,Unnayan Sangstha,"Magura, Dist: Magura.",,,,,,,
,,Phone: 01911-384331,,,,,,,
1318,Meghna Social health &,Ad. Mohammad Ali Market (2nd,2537,2-Feb-10,2-Feb-15,2-Feb-25,Cox'sBazar,Bangladesh,
,Development Foundation,"Floor), Takpara Main Road,",,,,,,,
,,Cox'sBazar.,,,,,,,
,,Phone: 01917-763842,,,,,,,
1319,Meherpur Foundation,"College Road, Post: Meherpur,",2220,4-Apr-07,4-Apr-17,4-Apr-27,Meherpur,Bangladesh,
,,Dist.: Meherpur.,,,,,,,
,,Phone: 0791-62733,,,,,,,
1320,Mennonite Central,"4/10, Iqbal Road,",59,22-Apr-81,15-May-15,15-May-20,Dhaka,USA,
,Committee (MCC),"Mohammadpur, Dhaka-1207",,,,,,,
,,"Phone: 9117065, 9114366",,,,,,,
,,www.mcc.org/bangladesh.,,,,,,,
1321,Mercy Corps.,"Dhaka Crystal Palace, 3rd floor,",3206,7-Jul-19,,7-Jul-29,Dhaka,USA,
,,"House-SE(D)22, Road-140,",,,,,,,
,,"Gulshan South Avenue,",,,,,,,
,,"Gulshan, Dhaka",,,,,,,
1322,MHASA,"House-55, Road-9, Block-F,",1771,2-Dec-02,2-Dec-12,2-Dec-17,Dhaka,Bangladesh,
,,"Banani, Dhaka",,,,,,,
,,"Phone : 8827436, 01711-567589",,,,,,,
1323,Micro Industries,"Midas Cetre (11th Floor), Plot",123,13-Aug-82,15-May-15,15-May-20,Dhaka,Bangladesh,
,Development Assistance,"No.-5, Road-16 (Old-27),",,,,,,,
,Society (MIDAS),"Dhanmondi, Dhaka-1209",,,,,,,
,,"Phone: 8116094, Fax: 8124227",,,,,,,
,,www.midas-bd.com.bd,,,,,,,
1324,Mirnmoyee Mohilla,"Vill: Charlaxmipur, PO&PS:",2861,28-May-14,,28-May-19,Rajbari,Bangladesh,
,Unnayan Sangstha,"Rajbari, Dist: Rajbari",,,,,,,
,,Phone: 01716-584415,,,,,,,
1325,Misbah Foundation,"House-30, Road-16, Sector-03,",2104,8-Jun-06,,8-Jun-11,Dhaka,Bangladesh,
,,"Uttara, Dhaka-1230",,,,,,,
,,Phone: 8911424,,,,,,,
1326,Missionaries of Charity,"Shishu Bhaban, 26, Islampur",58,22-Apr-81,15-May-15,15-May-20,Dhaka,India,
,,"Road, Dhaka",,,,,,,
,,"Phone : 7391116, 01732-711050",,,,,,,
1327,Misuk (A centre for Social,"Vill. & P.O. Mirzaganj, Thana",833,6-Jun-94,6-Jun-09,6-Jun-14,Nilphamari,Bangladesh,
,Advancement),"Domar, Nilphamari",,,,,,,
,,Phone: 01716-137301,,,,,,,
1328,Mitali Sangha,"128/6 (3rd Floor), Bright Star",539,30-Sep-91,30-Sep-11,30-Sep-16,Dhaka,Bangladesh,
,,"Lane, Ulon Road, West",,,,,,,
,,"Rampura, Dhaka-1219",,,,,,,
,,Phone: 01916-828134,,,,,,,
1329,Mitali Unnayan Sangstha,"Vill. Sundarpur, P.O.",975,14-Oct-95,14-Oct-15,14-Oct-20,Habiganj,Bangladesh,
,(MUS),"Guchapara, Thana",,,,,,,
,,"Chunarughat, Habiganj",,,,,,,
,,Phon: 01711-145017,,,,,,,
1330,Moanoghar,"Rangapani, Rangamati, Post:",1637,14-May-01,14-May-16,14-May-21,Rangamati,Bangladesh,
,,"Box-05, Ramgamati Hill Tracts.",,,,,,,
,,Phone: 0351-61043,,,,,,,
,,www.moanoghar.org,,,,,,,
1331,Model Livestock,"Model Lifestock Institute, Dhaka",3155,25-Jun-18,25-Jun-18,25-Jun-28,Dhaka,Bangladesdh,
,Advancement Foundation,"Campus, Demra, Dhaka.",,,,,,,
,,Phone: 01719889294,,,,,,,
1332,Modern Development,"Gunergati, Sirajganj.",2418,3-Mar-09,3-Mar-14,3-Mar-19,Sirajganj,Bangladesh,
,Organization(MDO),Phone: 0751-62386,,,,,,,
1333,Mohamuni Bidhaba-O-,"Vill: pahartali, Post: Mohamuni,",135,14-Nov-82,15-May-15,15-May-20,Chittagong,Bangladesh,
,Anath Shishu Kalyan,"Raozan, Chittagong",,,,,,,
,Kendra,,,,,,,,
,,"Phone : 207285, 01817-755883",,,,,,,
1334,Mohideb Jubo Samaj,"Vill: Mohideb, P.O: Jummahat,",447,8-Mar-91,8-Mar-16,8-Mar-21,Kurigram,Bangladesh,
,Kalyan Samity,"Thana: Ulipur, Kurigram",,,,,,,
,,Phone: 01714-333911,,,,,,,
,,www.mjsks.org,,,,,,,
1335,Mohila Bohumukhi Shikha,"Vill. Balubari, Nim Nagar, P.O.",474,26-May-91,26-May-16,26-May-21,Dinajpur,Bangladesh,
,Kendra,& Dist. Dinajpur,,,,,,,
,,Phone: 0531-64433,,,,,,,
1336,Mohila Kormasamgsthan,"Sahebpara, Joypurhat, Sadar,",3045,16-Oct-16,,16-Oct-21,Joypurhat,Bangladesh,
,O Daridra Bimochan,Joypurhat,,,,,,,
,Sangstha,Phone: 0144842972,,,,,,,
1337,Mohila Sabolambi,"6th Building House (Gr. Floor),",2516,17-Nov-09,,17-Nov-14,Rajshahi,Bangladesh,
,Sohayak Sangstha (MSSS),"Natore Road, PO+PS: Puthia,",,,,,,,
,,Dist.: Rajshahi.,,,,,,,
,,Phone: 01726-345988,,,,,,,
1338,Mohila Samaj Kalyan,"Tengapara, Mohanganj,",580,6-Jan-92,6-Jan-16,6-Jan-21,Netrakona,Bangladesh,
,Samity,Netrokona,,,,,,,
1339,Mohila Samaj Unnayn,"Vill+PO: Sonapur, Upazilla:",1097,14-Nov-96,14-Nov-06,14-Nov-11,Rajbari,Bangladesh,Cancelled on
,Sangstha,"Baliakandi, Diat: Rajbari.",,,,,,,"23/12/2010,"
,,Phone: 01718-123387,,,,,,,Revived on
,,,,,,,,,14/10/2012
1340,Mohila Sanghati Parishad,"318, New Bilshimla, Mosque",1229,30-Dec-97,30-Dec-12,30-Dec-17,Rajshahi,Bangladesh,
,,"Lane, Rajshahi-6000",,,,,,,
,,Phone: 0721-762084,,,,,,,
1341,Mohila Unnayan,"Housing State, House-21, Block-",1821,29-Apr-03,29-Apr-18,29-Apr-28,Faridpur,Bangladesh,
,Foundation (MUF),"C, Raghunandanpur, Sree",,,,,,,
,,"Aungan, Faridpur.",,,,,,,
,,Phone: 01712-149361,,,,,,,
1342,Mohisbathan Samaj,"PO: Sheker Kola, Upazila:",2860,27-May-14,,27-May-19,Bogra,Bangladesh,
,Kallayan Samity,"Bogra Sadar, Dist: Bogra",,,,,,,
,,Phone: 01728-505776,,,,,,,
1343,Moitree Palli Unnayan,"Khandaker Para, Sherpur,",2651,28-Jun-11,28-Jun-16,28-Jun-21,Bogra,Bangladesh,
,Shangathon,"Powraba Shava Sherpur, Bogra.",,,,,,,
,,Phone: 05029-77159,,,,,,,
1344,Momoda Foundation,"House-1066, Road-7, Avenue-7,",3146,3-May-18,,3-May-28,Dhaka,Bangladesh,
,,"Mirpur DOHS, Dhaka, Phone:",,,,,,,
,,1711590416,,,,,,,
1345,Momota Samaj Kallayan,"Vill: Shalgaria thanapara, P.O.:",2563,22-Apr-10,22-Apr-15,22-Apr-20,Pabna,Bangladesh,
,Sangstha,"Pabna, Upazila: Pabna Sadar,",,,,,,,
,,Dist.: Pabna.,,,,,,,
,,Phone: 0731-64513,,,,,,,
1346,Moon Light Development,"Joypurpara, Bogra, Mob:",3209,21-Jul-19,,21-Jul-29,Bogra,Bangladesh,
,Society,1749579100,,,,,,,
1347,Mosabbir Memorial,"House-36, Road-02,",1982,9-Nov-04,9-Nov-14,9-Nov-19,Dhaka,Bangladesh,
,foundation,"Dhanmondi R/A, Dhaka-1205",,,,,,,
,,"Phone: 8622401, Fax: 8622402",,,,,,,
1348,Motaharun Nesa Maternal,"Navana Southern Wood, Falat-",2247,21-Jun-07,21-Jun-12,21-Jun-17,Dhaka,Bangladesh,
,& Infant Care (MMIC),"C/1, House-06, Road-14,",,,,,,,
,,"Dhanmondi R/A, Dhaka.",,,,,,,
,,Phone: 9110809,,,,,,,
1349,Mother & Child,"Vill: Jahangirpur, PO:",2852,18-Mar-14,,18-Mar-19,Jessore,Bangladesh,
,Development Organization,"Singhajuly, PS: Chawgacha,",,,,,,,
,,Dist: Jessore,,,,,,,
,,Phone: 01736-956565,,,,,,,
1350,Mother & Child Internal,"House-30, Road-02, West",1271,11-Jun-98,11-Jun-18,11-Jun-28,Dhaka,Bangladesh,
,Welfare Organization,"Katasur, Mohammadpur, Dhaka.",,,,,,,
,,Phone: 8125193,,,,,,,
1351,Motivation Awareness,"67/1, S.A. Sarkar Road,",1524,16-May-00,16-May-15,16-May-20,Mymensingh,Bangladesh,
,Training and,"Shankipara, Mymensing.",,,,,,,
,Implementation (MATI),Phone: 01711-103063,,,,,,,
1352,Mouchash Unnayan,"Vill: Kakraid, PO: Kakraid, UZ:",596,11-Feb-92,11-Feb-12,11-Feb-17,Tangail,Bangladesh,
,Sangstha (MUS),"Modhupur, Dist: Tangail.",,,,,,,
,,Phone: 01712-563501,,,,,,,
1353,Moulvibazar Andha Kalyan,"Shamsernagar Road, Matar",1981,9-Nov-04,9-Nov-14,9-Nov-19,MoulaviBazar,Bangladesh,
,Samity (MBNSB),"Kapan, Moulvibazar.",,,,,,,
,,"Pone: 0861-52670, 62045",,,,,,,
,,Fax: 0861-62045,,,,,,,
1354,Mousumi,"Ukilpara, PO+PS+Dist: Naogaon",397,22-Oct-90,22-Oct-15,22-Oct-20,Dhaka,Bangladesh,
,,Phone: 0741-61131,,,,,,,
1355,Move Foundation,"House-124/1, Ahamedbag,",3139,6-Feb-18,,6-Feb-28,Dhaka,Bangladesh,
,,"Sabujbag, Dhaka.",,,,,,,
,,Mob: 01711376552,,,,,,,
1356,Movement of Social,"470/4 (Ground Floor), West",2336,20-Apr-08,,20-Apr-13,Dhaka,Bangladesh,
,Upliftment,"Sewrapara, Mirpur, Dhaka.",,,,,,,
1357,Moytree Bangladesh,"10/22, Iqbal Road,",2095,21-May-06,,21-May-11,Dhaka,Bangladesh,
,,"Mohammadpur, Dhaka.",,,,,,,
1358,Mozahar Uddin Multicraft,"Vill+Post: Jamal Nagar, P.S.:",1565,17-Sep-00,17-Sep-10,17-Sep-15,Sathkhira,Bangladesh,
,Centre,"Assasuni, Dist.: Satkhira.",,,,,,,
,,Phone: 01911-332794,,,,,,,
1359,Mozidia Trust,"130 D.I.T Extension Road,",2238,27-May-07,27-May-17,27-May-27,Dhaka,UK,
,,"Rahmat Bhaban (2nd Floor),",,,,,,,
,,"Fakirapool, Motijheel, Dhaka-",,,,,,,
,,1000,,,,,,,
,,Phone: 9336869,,,,,,,
1360,Mritshilpa Unnayan,"46, Hazi Meher Ali Road, Khulna",2924,29-Apr-15,,29-Apr-20,Khulna,Bangladesh,
,Sangstha,Phone: 01718-695249,,,,,,,
1361,Mro Chow Chen Chap,"Uzanipara, Bandarban",734,28-Jul-93,28-Jul-13,28-Jul-18,Bandarban,Bangladesh,Cancelled on
,Euong Ra Tia,Phone: 0631-63580,,,,,,,"26/05/2010,"
,,,,,,,,,Revived on
,,,,,,,,,20/10/2010
1362,Mukti,"House-504, Road-12/A, Baitul",992,28-Nov-95,28-Nov-15,28-Nov-20,Dhaka,Bangladesh,
,,"Aman Housing Society, Adabar,",,,,,,,
,,Dhaka-1207,,,,,,,
,,Phone: 01979-222268,,,,,,,
1363,Mukti Cox's Bazar,"Sarda Bhaban, Gol Digir Par,",1897,8-Jan-04,8-Jan-19,8-Jan-29,Cox'sBazar,Bangladesh,
,,Cox'xBazar.,,,,,,,
,,"Phone: 0341-62558, Fax: 0341-",,,,,,,
,,51103,,,,,,,
1364,Mukti Foundation,"Village+P.O.+Thana: Tala, Dist:",1391,8-Jun-99,8-Jun-14,8-Jun-19,Sathkhira,Bangladesh,
,,Satkhira,,,,,,,
,,"Phone: 04727-56147, 01716-",,,,,,,
,,840797,,,,,,,
1365,Mukti Juddha Smrity Trust,"5 Segungicha, Dhaka-1000",1007,4-Feb-96,4-Feb-16,4-Feb-21,Dhaka,Bangladesh,
,,"Phone : 9559091, Fax: 9559092",,,,,,,
,,www.liberationwarmuseum.org,,,,,,,
1366,Mukti Mohila Samity (MMS),"Uttar Daulatpur, Upazila:",2522,22-Dec-09,22-Dec-14,22-Dec-19,Rajbari,Bangladesh,
,,"Goalando, Rajbari.",,,,,,,
,,Phone: 01712-525471,,,,,,,
1367,Mukti Nari-O-Shishu,"108/53, Shoshi Bhusan,",1123,12-Jan-97,12-Jan-17,12-Jan-12,Kustia,Bangladesh,
,Unnayan Sangstha,"Pramanik Road,Thanapara,",,,,,,,
,,Kustia-7000,,,,,,,
,,Phone: 071-62153,,,,,,,
,,www.muktiorg.bd,,,,,,,
1368,Mukti Sheba Shangstha,"Vill: Hatkaramja, PO:",726,3-Jul-93,3-Jul-08,3-Jul-13,Bogra,Bangladesh,
,,"hatkaramja, PS: Sonatola, Dist:",,,,,,,
,,Bogra.,,,,,,,
,,Phone: 01716-254027,,,,,,,
1369,Muktir Path Mohila,"Vill: Khagdi, PO: Charmogaria,",2935,27-May-15,,27-May-20,Madaripur,Bangladesh,
,Sangstha,PS & Dist: Madaripur.,,,,,,,
,,Phone: 01717-111725,,,,,,,
1370,Mukto Akash Bangladesh,"138/Ka, Pisciculture Housing",2539,4-Feb-10,4-Feb-15,4-Feb-20,Dhaka,Bangladesh,
,,"Society, Shaymoli,",,,,,,,
,,"Mohammadpur, Dhaka",,,,,,,
,,Phone: 9136570,,,,,,,
1371,Multi Serve International,"House-06, (1st Floor), Road-10,",2275,4-Oct-07,4-Oct-17,4-Oct-27,Dhaka,Bangladesh,
,(MSI),"Sector-13, Uttara, Dhaka-1230",,,,,,,
,,Phone: 01671-721772,,,,,,,
1372,Multi Task,"Vill+PO+PS: Pathorgata, Dist:",2593,5-Sep-10,,5-Sep-15,Barguna,Bangladesh,
,,Barguna.,,,,,,,
1373,Multi Wings Society,"Gulshan Shaoping Centre,",2269,10-Sep-07,,10-Sep-12,Dhaka,Bangladesh,
,,"Room No-229-230 (5th Floor),",,,,,,,
,,"Gulshan-1, Dhaka.",,,,,,,
1374,Municipal Association of,"House-513, Road-10, Flat-A/£,",2642,23-May-11,23-May-16,23-May-26,Dhaka,Bangladesh,
,Bangladesh,"DOHS, Baridhara, Dhaka-1206.",,,,,,,
1375,Munshi Atar Ali Welfare,"Vill: Earpur, PO: Somir",1745,7-Oct-02,7-Oct-12,7-Oct-17,Dhaka,Bangladesh,
,Society (MAAWS),"Munshirhat, PO: Senbagh, Dist:",,,,,,,
,,Noakhali,,,,,,,
,,Phone: 01711358247,,,,,,,
,,www.maaws.org,,,,,,,
1376,Muslema Khatoon Welfare,"23 Rabindra Sarani, Sector-3,",2820,29-Sep-13,29-Sep-18,29-Sep-28,Dhaka,Bangladesh,
,Trust,"Uttara Model Town, Dhaka",,,,,,,
,,Phone: 8914483,,,,,,,
1377,"Muslim Aid-UK,","House-13 (4th & 5th Floor),",552,10-Nov-91,10-Nov-16,10-Nov-21,Dhaka,UK,
,Bangladesh Field Office,"Road-27,",,,,,,,
,,"Block-J, Banani, Dhaka-1213.",,,,,,,
,,"Phone: 8836221, 8836421, Fax:",,,,,,,
,,8821368,,,,,,,
,,www.muslimaidbd.org,,,,,,,
1378,Muslim Hands International,"House-6/11 (5th Floor), Block-E,",966,30-Aug-95,30-Aug-15,30-Aug-20,Dhaka,UK,
,,"Lalmatia, Dhaka",,,,,,,
,,Phone: 9113029,,,,,,,
1379,Muslim Welfare,Harisachar Bazar,1878,11-Oct-03,11-Oct-08,11-Oct-13,Comilla,Bangladesh,
,Organisation,Post.- Vora Jangapur,,,,,,,
,,"Laksam, Comilla.",,,,,,,
1380,Mymensingh Disabled,"Vill: Bhoradoba Club Bazar,",2570,6-May-10,6-May-15,6-May-20,Mymensingh,Bangladesh,
,People's Organization to,"P.P.: Bhoradoba, P.S.: Bhaluka-",,,,,,,
,Development,"2240, Dist.: Mymensingh.",,,,,,,
,(Mymensingh-DPOD),"Phone; 892315, 01715-430710",,,,,,,
1381,N.A. C (necessary,"Kabi Bhaban, Sur Bitan Road,",2063,25-Jan-06,,25-Jan-11,Habiganj,Bangladesh,
,Assistance for Community),Post+Dist: Hobigonj.,,,,,,,
1382,N.Z. Ekata Mohila Samiti,"Chairmanpara, Lama,",2083,19-Mar-06,19-Mar-16,19-Mar-21,Bandarban,Bangladesh,
,,Bandarban.,,,,,,,
,,Phone: 01727-628026,,,,,,,
,,www.ekata-cht.org,,,,,,,
1383,Nabajug Unnayan,"House-23, Road-09, South",1343,1-Feb-99,1-Feb-14,1-Feb-19,Dinajpur,Bangladesh,
,Sangstha,"Baridhara, Merul Badda, Dhaka-",,,,,,,
,,"1212,",,,,,,,
,,"Mob:01711-155594,",,,,,,,
,,01813-362129,,,,,,,
1384,Nabaratna Foundation,"Ganakpara, Dist. Munshigonj.",2202,8-Mar-07,,8-Mar-12,Munshiganj,Bangladesh,
1385,Nabaron Akkya Sangha,"Town Colony, Shripur, Bogra.",2279,11-Oct-07,,11-Oct-12,Bogra,Bangladesh,
1386,Nabarun Kallayan,"8/36C Eastern Plaza,",1000,15-Jan-96,15-Jan-05,15-Jan-10,Dhaka,Bangladesh,Cancelled on
,Sangstha,"Sonargaon Road, Dhaka-1205.",,,,,,,"29/07/2010,"
,,"Phone: 8612810, Fax: 9663310",,,,,,,Revived on
,,,,,,,,,3/10/2011
1387,Nabarun Nari Shikha,"House-89, Block-H, Road-14,",2865,15-Jun-14,,15-Jun-19,Dhaka,Bangladesh,
,,"South Banasree, Dhaka",,,,,,,
,,Phone: 01818-562929,,,,,,,
1388,Nabin Palli Unnayan,"Vill+P.O+Thana: Sadullapur,",1366,12-Apr-99,12-Apr-14,12-Apr-19,Gaibandha,Bangladesh,
,Sangstha (NPUS),Dist: Gaibandha.,,,,,,,
,,Phone: 01716-276264,,,,,,,
1389,Nabolok Parishad,"House-163, Road-11, Nirala",550,23-Oct-91,23-Oct-16,23-Oct-21,Khulna,Bangladesh,
,,"R/A, Khulna-9100",,,,,,,
,,"Phone: 041-720155, 810855",,,,,,,
,,Phone: 721882,,,,,,,
,,www.nabolokbd.org,,,,,,,
1390,Nagar Daridra,"House-385, Road-05, Banai,",2781,9-Apr-13,9-Apr-18,9-Apr-28,Dhaka,Bangladesh,
,Basteebashir Unnayan,"PO: KPS, Gulshan, Dhaka.",,,,,,,
,Sangstha,Phone: 01711-583101,,,,,,,
1391,Nagorik Odhiker,"House-202/1, Charkolony,",2828,3-Nov-13,,3-Nov-18,Barguna,Bangladesh,
,,"Barguna Sadar, Barguna",,,,,,,
,,Phone: 01712-801699,,,,,,,
1392,Nagorik Uddyog,"House-8/14, Block-B, Lalmatia,",1240,23-Feb-98,23-Feb-18,23-Feb-28,Dhaka,Bangladesh,
,,Dhaka.,,,,,,,
,,"Phone : 8115868, Fax: 9141511",,,,,,,
,,www.nuhr.org,,,,,,,
1393,Nagorpur Disabled,"Vill: & PO: Masudnagar,",2952,30-Jul-15,,30-Jul-20,Tangail,Bangladesh,
,Peoples Orgaization to,"Upazilla: Nagorpur, Dist: Tangail",,,,,,,
,Development,Phone: 01726-122826,,,,,,,
1394,Nahar Health Services and,"393, West Kafrul, Agargaon,",2105,27-Jun-06,27-Jun-11,27-Jun-16,Dhaka,Bangladesh,
,Social Welfare Association,"Taltola, Dhaka.",,,,,,,
1395,Naifa Maruf Foundation,"House-13, Salamot Mollah",2253,24-Jul-07,,24-Jul-12,Dhaka,Bangladesh,
,,"Road, North Auchpara, Tongi,",,,,,,,
,,Gazipur.,,,,,,,
,,Phone: 01715-840855,,,,,,,
1396,Nakagawa Trust,"Village: South Salna, P.O:Salna",1515,15-Apr-00,20-Apr-10,20-Apr-15,Gazipur,Japan,
,,"Bazar, Thana: Joydebpur,",,,,,,,
,,Gazipur.,,,,,,,
,,Phone: 9204948,,,,,,,
1397,Nakkhatra,"Ahad Plaza (2nd Floor), 841,",2011,5-Mar-05,,5-Mar-10,Chittagong,Bangladesh,
,,"Shekh Mujib Road, Chittagong",,,,,,,
1398,Nalta Hospital and,"Trauma Center, 22/8/A, Mirpur",1377,6-May-99,6-May-14,6-May-19,Dhaka,Bangladesh,
,Community Health,"Road, Shyamoly, Dhaka-1209",,,,,,,
,Foundation,"Phone : 8116969, 8130508",,,,,,,
,,www.naltahospital.org.bd,,,,,,,
1399,Namijan Aftabi Foundation,"Vill. Harunja, P.O. & Thana",600,7-Mar-92,6-Mar-12,6-Mar-17,Joypurhat,Bangladesh,
,(NAF),"Kalai, Jaypurhat",,,,,,,
,,Phone: 01712-163339,,,,,,,
1400,Naobojagoran Sangstha,"Dupchacia, Bogra",2481,17-Sep-09,17-Sep-14,17-Sep-19,Bogra,Bangladesh,
,,Phone: 051-51429,,,,,,,
1401,Naogaon Manabik,"Nazipur, Patnitola, Dist.",486,8-Jun-91,8-Jun-16,8-Jun-21,Naogaon,Bangladesh,
,Unnayan Sangstha,Naogaon,,,,,,,
,,Phone: 01718-971916,,,,,,,
1402,Narayangonj Sadar,"Sadar Upazila Complex,",3030,21-Jul-16,,21-Jul-21,Narayanganj,Bangladesh,
,Upazila Protibodhi,"Shastapur, Fatulla, Narayanganj",,,,,,,
,Unnayan Parishad,Phone: 02-7647762,,,,,,,
