num_var,ngo_name,ngo_address,reg_no,reg_date,renewed_on,valid_until,district,country,remarks
1182,"Mouchash Unnayan
Sangstha (MUS)","Vill: Kakraid, PO: Kakraid, UZ:
Modhupur, Dist: Tangail.
Phone: 01712-563501",596,11-Feb-92,11-Feb-12,11-Feb-17,Tangail,Bangladesh,
1183,"Moulvibazar Andha
Kalyan Samity
(MBNSB)","Shamsernagar Road, Matar Kapan,
Moulvibazar.
Pone: 0861-52670, 62045
Fax: 0861-62045",1981,09-Nov-04,09-Nov-19,09-Nov-29,MoulaviBazar,Bangladesh,
1184,Mousumi,"Ukilpara, PO+PS+Dist: Naogaon
Phone: 0741-61131",397,22-Oct-90,22-Oct-15,22-Oct-20,Dhaka,Bangladesh,
,,,,,,,,,
1185,Move Foundation,"House-124/1, Ahamedbag,
Sabujbag, Dhaka.
Mob: 01711376552",3139,06-Feb-18,,06-Feb-28,Dhaka,Bangladesh,
1186,"Movement of Alleviating
Poverty-MAP","Hazi Madrasa Road, Professor
Para, Joypurhat. Mob:
01740627785",3254,07-Dec-20,,07-Dec-30,Joypurhat,Bangladesh,
1187,"Movement of Social
Upliftment","470/4 (Ground Floor), West
Sewrapara, Mirpur, Dhaka.",2336,20-Apr-08,,20-Apr-13,Dhaka,Bangladesh,
1188,Moytree Bangladesh,"10/22, Iqbal Road, Mohammadpur,
Dhaka.",2095,21-May-06,,21-May-11,Dhaka,Bangladesh,
1189,"Mozahar Uddin
Multicraft Centre","Vill+Post: Jamal Nagar, P.S.:
Assasuni, Dist.: Satkhira.
Phone: 01911-332794",1565,17-Sep-00,17-Sep-10,17-Sep-15,Sathkhira,Bangladesh,
1190,"Mritshilpa Unnayan
Sangstha","46, Hazi Meher Ali Road, Khulna
Phone: 01718-695249",2924,29-Apr-15,,29-Apr-20,Khulna,Bangladesh,
1191,"Mro Chow Chen Chap
Euong Ra Tia","Uzanipara, Bandarban
Phone: 0631-63580",734,28-Jul-93,28-Jul-18,28-Jul-28,Bandarban,Bangladesh,"Cancelled on
26/05/2010,
Revived on
20/10/2010"
1192,Mukti,"House-504, Road-12/A, Baitul
Aman Housing Society, Adabar,
Dhaka-1207
Phone: 01979-222268",992,28-Nov-95,28-Nov-15,28-Nov-20,Dhaka,Bangladesh,
1193,Mukti Cox's Bazar,"Sarda Bhaban, Gol Digir Par,
Cox'xBazar.
Phone: 0341-62558, Fax: 0341-
51103",1897,08-Jan-04,08-Jan-19,08-Jan-29,Cox'sBazar,Bangladesh,
1194,Mukti Foundation,"Village+P.O.+Thana: Tala, Dist:
Satkhira
Phone: 04727-56147, 01716-
840797",1391,08-Jun-99,08-Jun-19,08-Jun-29,Sathkhira,Bangladesh,
1195,"Mukti Juddha Smrity
Trust","5 Segungicha, Dhaka-1000
Phone : 9559091, Fax: 9559092
www.liberationwarmuseum.org",1007,04-Feb-96,04-Feb-16,04-Feb-21,Dhaka,Bangladesh,
1196,"Mukti Mohila Samity
(MMS)","Uttar Daulatpur, Upazila: Goalando,
Rajbari.
Phone: 01712-525471",2522,22-Dec-09,22-Dec-19,22-Dec-29,Rajbari,Bangladesh,
1197,"Mukti Nari-O-Shishu
Unnayan Sangstha","108/53, Shoshi Bhusan, Pramanik
Road,Thanapara, Kustia-7000
Phone: 071-62153
www.muktiorg.bd",1123,12-Jan-97,12-Jan-17,12-Jan-12,Kustia,Bangladesh,
1198,Mukti Sheba Shangstha,"Vill: Hatkaramja, PO: hatkaramja,
PS: Sonatola, Dist: Bogra.
Phone: 01716-254027",726,03-Jul-93,03-Jul-08,03-Jul-13,Bogra,Bangladesh,
1199,"Muktir Path Mohila
Sangstha","Vill: Khagdi, PO: Charmogaria, PS
& Dist: Madaripur.
Phone: 01717-111725",2935,27-May-15,,27-May-20,Madaripur,Bangladesh,
,,,,,,,,,
1200,"Mukto Akash
Bangladesh","138/Ka, Pisciculture Housing
Society, Shaymoli, Mohammadpur,
Dhaka
Phone: 9136570",2539,04-Feb-10,04-Feb-20,04-Feb-30,Dhaka,Bangladesh,
1201,"Multi Serve International
(MSI)","House-06, (1st Floor), Road-10,
Sector-13, Uttara, Dhaka-1230
Phone: 01671-721772",2275,04-Oct-07,04-Oct-17,04-Oct-27,Dhaka,Bangladesh,
1202,Multi Task,"Vill+PO+PS: Pathorgata, Dist:
Barguna.",2593,05-Sep-10,,05-Sep-15,Barguna,Bangladesh,
1203,Multi Wings Society,"Gulshan Shaoping Centre, Room
No-229-230 (5th Floor), Gulshan-1,
Dhaka.",2269,10-Sep-07,,10-Sep-12,Dhaka,Bangladesh,
1204,"Municipal Association of
Bangladesh","House-513, Road-10, Flat-A/£,
DOHS, Baridhara, Dhaka-1206.",2642,23-May-11,23-May-16,23-May-26,Dhaka,Bangladesh,
1205,"Munshi Atar Ali Welfare
Society (MAAWS)","Vill: Earpur, PO: Somir Munshirhat,
PO: Senbagh, Dist: Noakhali
Phone: 01711358247
www.maaws.org",1745,07-Oct-02,07-Oct-12,07-Oct-17,Dhaka,Bangladesh,
1206,"Muslema Khatoon
Welfare Trust","23 Rabindra Sarani, Sector-3,
Uttara Model Town, Dhaka
Phone: 8914483",2820,29-Sep-13,29-Sep-18,29-Sep-28,Dhaka,Bangladesh,
1207,"Muslim Welfare
Organisation","Harisachar Bazar
Post.- Vora Jangapur
Laksam, Comilla.",1878,11-Oct-03,11-Oct-13,11-Oct-23,Comilla,Bangladesh,
1208,"Mymensingh Disabled
People's Organization
to Development
(Mymensingh-DPOD)","Vill: Bhoradoba Club Bazar, P.P.:
Bhoradoba, P.S.: Bhaluka-2240,
Dist.: Mymensingh.
Phone; 892315, 01715-430710",2570,06-May-10,06-May-15,06-May-20,Mymensingh,Bangladesh,
1209,"N.A. C (necessary
Assistance for
Community)","Kabi Bhaban, Sur Bitan Road,
Post+Dist: Hobigonj.",2063,25-Jan-06,,25-Jan-11,Habiganj,Bangladesh,
1210,"N.Z. Ekata Mohila
Samiti","Chairmanpara, Lama, Bandarban.
Phone: 01727-628026
www.ekata-cht.org",2083,19-Mar-06,19-Mar-16,19-Mar-21,Bandarban,Bangladesh,
1211,"Nabajug Unnayan
Sangstha","House-23, Road-09, South
Baridhara, Merul Badda, Dhaka-
1212,
Mob:01711-155594,
01813-362129",1343,01-Feb-99,01-Feb-14,01-Feb-19,Dinajpur,Bangladesh,
1212,Nabaratna Foundation,"Ganakpara, Dist. Munshigonj.",2202,08-Mar-07,,08-Mar-12,Munshiganj,Bangladesh,
1213,Nabaron Akkya Sangha,"Town Colony, Shripur, Bogra.",2279,11-Oct-07,,11-Oct-12,Bogra,Bangladesh,
1214,"Nabarun Kallayan
Sangstha","8/36C Eastern Plaza, Sonargaon
Road, Dhaka-1205.
Phone: 8612810, Fax: 9663310",1000,15-Jan-96,15-Jan-05,15-Jan-10,Dhaka,Bangladesh,"Cancelled on
29/07/2010,
Revived on
03/10/2011"
,,,,,,,,,
1215,Nabarun Nari Shikha,"House-89, Block-H, Road-14, South
Banasree, Dhaka
Phone: 01818-562929",2865,15-Jun-14,15-Jun-19,15-Jun-29,Dhaka,Bangladesh,
1216,"Nabin Palli Unnayan
Sangstha (NPUS)","Vill+P.O+Thana: Sadullapur, Dist:
Gaibandha.
Phone: 01716-276264",1366,12-Apr-99,12-Apr-14,12-Apr-19,Gaibandha,Bangladesh,
1217,Nabolok Parishad,"House-163, Road-11, Nirala R/A,
Khulna-9100
Phone: 041-720155, 810855
Phone: 721882
www.nabolokbd.org",550,23-Oct-91,23-Oct-16,23-Oct-21,Khulna,Bangladesh,
1218,"Nagar Daridra
Basteebashir Unnayan
Sangstha","House-385, Road-05, Banai, PO:
KPS, Gulshan, Dhaka.
Phone: 01711-583101",2781,09-Apr-13,09-Apr-18,09-Apr-28,Dhaka,Bangladesh,
1219,Nagorik Odhiker,"House-202/1, Charkolony, Barguna
Sadar, Barguna
Phone: 01712-801699",2828,03-Nov-13,,03-Nov-18,Barguna,Bangladesh,
1220,Nagorik Uddyog,"House-8/14, Block-B, Lalmatia,
Dhaka.
Phone : 8115868, Fax: 9141511
www.nuhr.org",1240,23-Feb-98,23-Feb-18,23-Feb-28,Dhaka,Bangladesh,
1221,"Nagorpur Disabled
Peoples Orgaization to
Development","Vill: & PO: Masudnagar, Upazilla:
Nagorpur, Dist: Tangail
Phone: 01726-122826",2952,30-Jul-15,30-Jul-20,29-Jul-30,Tangail,Bangladesh,
1222,"Nahar Health Services
and Social Welfare
Association","393, West Kafrul, Agargaon,
Taltola, Dhaka.",2105,27-Jun-06,27-Jun-11,27-Jun-16,Dhaka,Bangladesh,
1223,Naifa Maruf Foundation,"House-13, Salamot Mollah Road,
North Auchpara, Tongi, Gazipur.
Phone: 01715-840855",2253,24-Jul-07,,24-Jul-12,Dhaka,Bangladesh,
1224,Nakkhatra,"Ahad Plaza (2nd Floor), 841, Shekh
Mujib Road, Chittagong",2011,05-Mar-05,,05-Mar-10,Chittagong,Bangladesh,
1225,"Nalta Hospital and
Community Health
Foundation","Trauma Center, 22/8/A, Mirpur
Road, Shyamoly, Dhaka-1209
Phone : 8116969, 8130508
www.naltahospital.org.bd",1377,06-May-99,06-May-19,06-May-29,Dhaka,Bangladesh,
1226,"Namijan Aftabi
Foundation (NAF)","Vill. Harunja, P.O. & Thana Kalai,
Jaypurhat
Phone: 01712-163339",600,07-Mar-92,06-Mar-17,06-Mar-27,Joypurhat,Bangladesh,
1227,Naobojagoran Sangstha,"Dupchacia, Bogra
Phone: 051-51429",2481,17-Sep-09,17-Sep-14,17-Sep-19,Bogra,Bangladesh,
1228,"Naogaon Manabik
Unnayan Sangstha","Nazipur, Patnitola, Dist. Naogaon
Phone: 01718-971916",486,08-Jun-91,08-Jun-16,08-Jun-21,Naogaon,Bangladesh,
1229,"Naogaon Manabik
Unnayan Sangstha","Nazipur, Patnitola, Dist. Naogaon
Phone: 01718-971916",486,08-Jun-91,08-Jun-21,08-Jun-31,Naogaon,Bangladesh,
,,,,,,,,,
1230,"Narail Asar Alo
Foundation.","Vowakhali, Ratangonj, Narail.
Phone: 0481-62005
www.asharslonri.org",1825,30-Apr-03,30-Apr-18,30-Apr-28,Narail,Bangladesh,
1231,"Narayangonj Sadar
Upazila Protibodhi
Unnayan Parishad","Sadar Upazila Complex, Shastapur,
Fatulla, Narayanganj
Phone: 02-7647762",3030,21-Jul-16,21-Jul-21,20-Jul-31,Narayanganj,Bangladesh,
1232,"Nareer Jonno
Foundation","Uttarshur, Sreemongal, Dist.:
Moulvibazar.
Phone: 8811359",2552,16-Mar-10,,16-Mar-15,Moulavibazar,Bangladesh,
1233,Nari Bikash Kendra,"Vill- Hariasa, P.O& PS: Janjira,
Dist.: Shariatpur.
Phone: 9125521, 01716-831551",2509,05-Nov-09,05-Nov-19,04-Nov-29,Shariatpur,Bangladesh,
1234,"Nari Jagaron Mohila
Unnayan Sangstha","Vill? West Debipur, PO & UZ:
Joypurhat, Dist: Joypurhat
Phone: 01716-176503",2933,25-May-15,,25-May-20,Joypurhat,Bangladesh,
1235,"Nari Kalyan Sangstha
(NKS)","House-27/2, (Harishikunjo), 2ndk
Floor, Word-08, West Bhabanipur,
Rajbari-7700",2652,14-Jul-11,14-Jul-21,13-Jul-31,Rajbari,Bangladesh,
1236,Nari Moitree,"77/B, Malibagh Chowdhurypara,
Khilgaon, Dhaka-1219.
Phone : 9356573, Fax: 9354815
www.narimaitree.org",326,01-Nov-89,19-Nov-19,19-Nov-29,Dhaka,Bangladesh,
1237,"Nari O Shishu Kallayan
Foundation","124/76/1, West Dhanmondi, Dhaka
Phone: 01722-996505",3022,09-May-16,,09-May-21,Dhaka,Bangladesh,
1238,Nari Uddug Kendra,"2/21, Babar Road,, Block # B,
Mohammadpur, Dhaka
Phone :8125804, 9139943,
9115696
fax: 9110088",589,18-Jan-92,18-Jan-17,17-Jan-27,Dhaka,Bangladesh,
1239,"Nari Unnayan Forum
(NUF)","Kalibari, Razendra College Road,
Jheeltuly, Faridpur Sadar, Faridpur-
7800
Phone: 01711179520",2056,05-Jan-06,05-Jan-21,04-Jan-31,Faridpur,Bangladesh,
1240,"Nari Unnayan Sangstha
(NUS)","Vill: West Chakher, Gotaher Bari,
PO: Chakher, Upazila: Banaripara,
Dist: Barisal
Phone: 01819-827142",2904,12-Nov-14,12-Nov-19,12-Nov-29,Barisal,Bangladesh,
1241,Nari Unnayan Shakti,"Arma Complex, House-1/B, Road-
NS-1 (Main Road), Block-A,
Banasree, Rampura, Dhaka-1219
Phone: 8399911, Fax: 7287894
www.nusbd-women.org",995,11-Jan-96,11-Jan-16,11-Jan-21,Dhaka,Bangladesh,
1242,Nari Unnayan Shakti,"Arma Complex, House-1/B, Road-
NS-1 (Main Road), Block-A,
Banasree, Rampura, Dhaka-1219
Phone: 8399911, Fax: 7287894
www.nusbd-women.org",995,11-Jan-96,11-Jan-21,11-Jan-31,Dhaka,Bangladesh,
1243,Naria Unnayan Samity,"PO+UZ: Naria, Dist: Shariatpur-
8020
Phone: 0601-59154, Fax: 0601-
59169",964,27-Aug-95,27-Aug-20,27-Aug-30,Shariatpur,Bangladesh,
1244,"Nari-O-Shisu Kallayan
Sangstha (NSKS)","New Bogra Road (In front of Circuit
house), Sirajgonj-6700
Phone: 0751-64376",2369,15-Jun-08,15-Jun-13,15-Jun-18,Sirajganj,Bangladesh,
,,,,,,,,,
1245,Naripokkho,"Rangs Nilu Square (4th Fl.), House-
75, Satmasjid Road, Dhanmondi,
Dhaka-1209
Phone: 8111991, Fax: 8116148
www.naripokkho.com",943,28-May-95,28-May-20,28-May-30,Dhaka,Bangladesh,
1246,Nary Kallyan Sangstha,"197, Central Basabo, Dhaka.
01778393118",3145,15-Apr-18,,15-Apr-28,Dhaka,Bangladesh,
1247,"National Agency for
Green Revolution
(NAGR)","21/2, Khiljee Road (3rd Floor),
Shaymoli, Mohammadpur, Dhaka-
1207
Phone:8001162, 01815-401030",948,24-Jun-95,24-Jun-15,24-Jun-25,Dhaka,Bangladesh,
1248,"National Alliance of
Disabled Peoples
Organization (NADPO)","House-24, Monipuripara, Sanshad
Avenue, Dhaka, Phone: 01711595049",3148,08-May-18,,08-May-28,Dhaka,Bangladesh,
1249,"National Anti
Tuberrculosis
Association of
Bangladesh(NATAB)","44/1, Bangabandhu Avenue, Dhaka-
1000.
Phone: 8833747
www.natab.org",2579,01-Jun-10,01-Jun-15,01-Jun-20,Dhaka,Bangladesh,
1250,"National Association of
Sports for the Persons
with Disability","House-534, Road-11, Baitul Aman
Housing Society, Adabar, Shamoly,
Dhaka-1207.
Phone: 8151946",2159,12-Nov-06,,12-Nov-11,Dhaka,Bangladesh,
1251,"National Council of
Young Man's Christian
Association of
Bangladesh","1/1, Pioneer Road, Kakrail, Ramna,
Dhaka
Phone : 9350413, Fax: 9350225
www.bangladeshymca.org",101,13-Aug-81,15-May-20,15-May-30,Dhaka,Bangladesh,
1252,"National Development
Centre (NDC)","Vill: Vangidangi, Post: Gendumollar
Hat, PS: Faridpur Sadar, Dist:
Faridpur
Phone: 01978-964478",1647,18-Jun-01,18-Jun-21,17-Jun-31,Faridpur,Bangladesh,"Cancelled on
22/07/2010,
Revived on
21/12/2016"
1253,"National Development
Council (NDC)","NDC Campaus, Paharpur Road,
Joypurhat.
Phone: 01713-747706
www.ndcbd.org",788,29-Dec-93,29-Dec-18,29-Dec-28,Joypurhat,Bangladesh,
1254,"National Development
Initiative","Hometown Complex, 11th Floor,
87, New Eskaton Road, Dhaka-
1000
Phone: 8322991, Fax: 9337139
www.nationaldevelopment.org",2236,27-May-07,27-May-17,27-May-27,Dhaka,Bangladesh,
1255,"National Development
Organization(NADO)","2 RK Mission Road, Motaleb
Mention (4th Floor), Wari, Dhaka-
1203
Phone: 01716-817461
www.nadobd.org",441,11-Feb-91,11-Feb-21,10-Feb-31,Dhaka,Bangladesh,
1256,"National Development
Programme (NDP)","NDP Bhaban, Bagbari Shahid
Nagar, Kamankhanda, Sirajganj.
Phone: 0751-63870-1, Fax: 0751-
63877
www.ndpbd.org",880,02-Jan-95,02-Jan-20,02-Jan-30,Sirajganj,Bangladesh,
1257,"National Development
Society (NDS)","House-11/A, Road-08, Pallabi,
Mirpur 11 1/2, Dhaka-1216.
Phone: 9011976, 8061337, Fax:
9012199",1512,20-Apr-00,20-Apr-10,20-Apr-15,Dhaka,Bangladesh,
1258,"National Federation of
the Blind Patuakhali
District Branch","Zilaparisad Bhaban, College Road,
Patuakhali",1643,22-May-01,,22-May-06,Patuakhali,Bangladesh,
1259,"National Fellowship for
the Advancement of
Visually Handicapped
(NFAVH)","Holding-78, Syed Ali Munshi Road,
Naogaon, Tongi, Gazipur.
Phone: 01715-669562",437,28-Jan-91,28-Jan-21,28-Jan-31,Dhaka,Bangladesh,
,,,,,,,,,
1260,"National Forum of the
Organizations Working
with the Disabled
(NFOWD)","H-8/9, Block-A, Lalmatia, Dhaka-
1207
Phone : 9124487, 8120415
Fax: 9124487, 8120415
www.nfowd.com",776,17-Nov-93,17-Nov-18,17-Nov-28,Dhaka,Bangladesh,
1261,"National Heart
Foundation of
Bangladesh","Plot # 7/2, Section # 2, Mirpur,
Dhaka
Phone : 8061314-6 Fax: 8066694
www.nhfbd.org",412,26-Nov-90,26-Nov-20,26-Nov-30,Dhaka,Bangladesh,
1262,"Native Evangelical
Christian Trust","21/B, Main Road, Niribili Gate,
Mohammadi Housing Society,
Mohammadpur, Dhaka.
Mob: 01913103193",3171,14-Nov-18,,14-Nov-28,Dhaka,Bangladesh,
1263,"Natore Zilla Protibondhi
Songstha-Nandan","Nimagar, Balibari, Dinajpur
Phone: 0531-51038",2958,17-Aug-15,,17-Aug-20,Dinajpur,Bangladesh,
1264,"Nature & Environment
Preservation
Orgaization (NEPO)","Uttarpara, Talukkanpur,
Gobindoganj, Gaibandha.
Phone: 01721-422456",2982,10-Nov-15,,10-Nov-20,Gaibandha,Bangladesh,
1265,"Nature Conservation
Management (NACOM)","8/12, Block-B, Lalmatia, Dhaka.
Phone: 9121437",481,08-Jun-91,08-Jun-16,08-Jun-26,Dhaka,Bangladesh,
1266,"Nazir (Nutun Ziban
Rochi)","Airport Road, Lalmonirhat.
Phone: 059161252",1398,07-Jul-99,07-Jul-19,07-Jul-29,Lalmonirhat,Bangladesh,
1267,"Nazrul Smriti Sangsad
(NSS)","Sweden Palace (1st Floor), Pallabi
R/A, Amtoli, Barguna.
Phone: 04452-56054
Fax: 0445256054",1922,19-Apr-04,19-Apr-19,4/19/20129,Barguna,Bangladesh,"Cancelled on
25/07/2010,
Revived on
07/11/2010"
1268,Neda Society,"Digapatia, Natore
Phone: 01711-446866",2946,30-Jul-15,30-Jul-20,30-Jul-30,Natore,Bangladesh,
1269,Need for Life Society,"18/Ka, PC Culture Housing Society
(1st Fl.), Shamoli, Dhaka.
Phone: 01711-625177",2492,13-Oct-09,13-Oct-19,13-Oct-29,Dhaka,Bangladesh,
1270,Need Foundation,"Tista Sadar, Lalmonirhat
Phone: 01717-135400",2727,12-Sep-12,12-Sep-17,12-Sep-27,Lalmonirhat,Bangladesh,
1271,"Needy Industrious
Welfar of Rural
Association (NIRA)","Mirzapur Sadar, Dinajpur
Phone: 01557794012",2927,11-May-15,,11-May-20,Dinajpur,Bangladesh,
1272,Neer Seba Sangstha,"101/H, Virob House, West
Sultanganj, Rayer Bazar, Jigatola,
Hazaribag, Dhaka",3223,29-Oct-19,,29-Oct-29,Dhaka,Bangladesh,
1273,"Network for Elimination
of Economic Disparity
(NEED)","17/6, Eskaton Garden (G. Floor),
Dhaka.
Phone: 9336022",2294,06-Dec-07,,06-Dec-12,Dhaka,Bangladesh,
1274,"Network for Information,
Response &
Preparedness Activities
on Disaster","Flat-2/A, 4/16, Humayun Road,
Mohammadpur, Dhaka
Phone: 8143729",2574,19-May-10,19-May-20,18-May-30,Dhaka,Bangladesh,
,,,,,,,,,
1275,"Network for Research
and Training","57, Dhanmondi Road, 6A, Dhaka-
1209",1612,17-Jan-01,17-Jan-16,17-Jan-26,Dhaka,Bangladesh,"Cancelled on
22/07/2010,
Revived on
28/09/2011"
1276,"Network for Universal
Services and Rural
Advancement","28, Metropolitan Housing Society,
Babar Road, Block-F,
Muhammadpur, Dhaka-1207.
Phone: 9124264",987,09-Nov-95,09-Nov-15,09-Nov-25,Dhaka,Bangladesh,
1277,"New Generation
Humanitarian
Organization","Ibrahinm Chember, 95 Motijheel,
Dhaka
Phone: 01612447777",3007,28-Feb-16,28-Feb-21,28-Feb-31,Dhaka,Bangladesh,
1278,"New Life Foundation of
Bangladesh","Vill: Kurigram, PO: Ratanganj, Dist:
Narail
Phone: 0481-62933, Fax:
048162933",779,02-Dec-93,02-Dec-08,02-Dec-13,Narail,Bangladesh,
1279,News Network,"House # 9, Road-5, Dhanmondi
R/A, Dhaka-1205
Phone : 9660941, 9662012
www.newsnetwork-bd.org",922,20-Mar-95,20-Mar-15,20-Mar-20,Dhaka,Bangladesh,
1280,"Newsun Economic
Development &
Organization.","Vill: Kalakandi, P.O: Abdullahpur,
PS: Keraniganj, Dist: Dhaka.
Phone: 01611-334664",2598,30-Sep-10,30-Sep-20,30-Sep-30,Dhaka,Bangladesh,
1281,"NGO Forum For Public
Health","4/6, Block # E, Lalmatia, Dhaka-
1207
Phone : 8154273, 8128258-9
www.ngof.org",476,30-May-91,30-May-21,30-May-31,Dhaka,Bangladesh,
1282,Nibedan Complex (NIC),"Sreepur, Juktikhola Bazar, Sadar
Dakkhin, Comilla, Mob:
01818612002",3193,05-Mar-19,,05-Mar-29,Comilla,Bangladesh,
1283,Nice Foundation,"244, Keshoblal Road, South Pabla,
Dowlatpur, Khulna.
Phone: 01720-505701",2407,02-Feb-09,02-Feb-19,02-Feb-29,Khulna,Bangladesh,
1284,"Nice Social Welfare
Organization (NSWO)","Vill+P.O.- Badnikhali, Batagi,
Barguna.
Phone: 01719-830837",2524,27-Dec-09,26-Dec-14,27-Dec-19,Barguna,Bangladesh,
1285,Niharika,"Darus Salam (Gr. & 2nd Fl.), Easter
Housing Project-1, Kallayanpur,
Mirpur, Dhaka.
Phone: 01737770775",2824,23-Oct-18,,22-Oct-28,Dhaka,Bangladesh,
1286,Nijera Kori,"7/8, Block-C, Lalmatia, Dhaka-
1207.\
Phone: 8114507, Fax: 9133476",66,22-Apr-81,15-May-20,15-May-30,Dhaka,Bangladesh,
1287,Nijera Shikhi,"House-9/D, Road-1, Block-B,
Pisciculture Housing Society,
Sherkhertek, Adabar, Dhaka-1207
Phone: 9122010, Fax: 8117804
www.nijerashikhi.org.uk",755,06-Oct-93,06-Oct-18,06-Oct-28,Dhaka,Bangladesh,
1288,Nijpath,"Pabna Road, Ishwardi, Pabna",1660,06-Sep-01,06-Sep-06,06-Sep-11,Pabna,Bangladesh,
1289,"Nikunja Basti Unnayan
Shangstha","Alu Patty, Boalia Thana More,
Ghoramara, Rajshahi
0721-771222",2712,21-Jun-12,21-Jun-17,21-Jun-27,Rajshahi,Bangladesh,
,,,,,,,,,
1290,"Nilfa Advancement
Foundation","Vill+Post: Nilfa, Upazilla:
Tungipara, Gopalganj
Phone: 01819448348",3033,04-Sep-16,04-09-21,03-Sep-31,Gopalganj,Bangladesh,
1291,"Nilmuti Dustha Nari
Kalyan Sangstha","Vill: Hijalbari, P.O. Kadambari,
Thana: Rajair, Madaripur",605,16-Mar-92,16-Mar-97,16-Mar-02,Madaripur,Bangladesh,
1292,"Nilufa Old Care and
Service","Shibganj, Chapainababganj
Phone: 01712123012",3156,25-Jun-18,25-Jun-18,25-Jun-28,"Chapainababgan
j",Bangladesh,
1293,Nirapad Sarak Chai,"70, Kakrail, Dhaka
Phone: 8316352",2978,01-Nov-15,01-Nov-20,01-Nov-30,Dhaka,Bangladesh,
1294,"Nirapoth Bangladesh
Songstha","Vill: Sundarbon, Post: Ramdubihat,
Sadar, Dinajpur
Phone: 01726007343",3067,01-Jan-17,01-01-22,31-Dec-31,Dinajpur,Bangladesh,
1295,Nirmol Foundation,"33 Sadarghat Road, PS: Double
Moring, Chittagong.
Phone: 2852101",2736,14-Oct-12,,14-Oct-17,Chittagong,Bangladesh,
1296,"nirvar Palli Unnayan
Sangstha","Sarishabari, Jamalpur",1675,25-Sep-01,25-Sep-06,25-Sep-11,Jamalpur,Bangladesh,
1297,"Nishaw Shahayak
Sangstha","Diganto-15, Electric Supply Road,
Embershana, Sylhet
Phone: 0821711255, 01912703813",2689,08-Apr-12,08-Apr-17,08-Apr-27,Sylhet,Bangladesh,
1298,Nishkriti,"129, Jamal Khan Bi-Lane,
Chittagong, Phone : 636118",511,03-Aug-91,03-Aug-16,03-Aug-26,Chittagong,Bangladesh,
1299,Nishkriti Jossore,"Mohisdia, Post: Mosiahati, Upazilla:
Monirampur, Dist.: Jessore
Phone: 01715-484178",2234,23-May-07,23-May-17,22-May-27,Jessore,Bangladesh,
1300,Niskrity Dhaka,"House-24, Road-11, Rajuk Project
(DIT Jone), Merul Badda, Dhaka-
1211.
Phone: 9897321",1939,19-Jun-04,,19-Jun-09,Dhaka,Bangladesh,
1301,Niskrity Foundation,"Padma R/A, Road-1, House-569,
Rajshah-6207
Phone: 0721-861327",1040,26-May-96,26-May-11,26-May-16,Rajshahi,Bangladesh,
1302,"Noagaon Human Rights
Development
Association (NHRDA)","Ukilpara, Noagaon",1372,20-Apr-99,20-Apr-04,20-Apr-09,Naogaon,Bangladesh,
1303,"Noakhali Rural Action
Society (N-RAS)","House-10, Road-05, Maijdee
Housing Estate, Nookhali-38000.
Phone: 0321-81387",901,14-Feb-95,14-Feb-20,14-Feb-30,Noakhali,Bangladesh,
1304,"Noakhali Rural
Development Society
(NRDS)","House-01, Road-35, Maijdee
Housing Estate, Noakhali-3800
Phone: 0321-61016, Fax: 0321-
61829
www.nrdsbd.org",1029,18-Apr-96,18-Apr-21,18-Apr-31,Noakhali,Bangladesh,
,,,,,,,,,
1305,"Nobadiganta Mohila
Sangsta","Jame Masjid Lane, Lohapatti,
Jessore.
Phone: 0421-64537",2010,16-Feb-05,16-Feb-21,15-Feb-31,Jessore,Bangladesh,
1306,Nobo Jibon,"Nobo Jibon Centre, Polashpol,
Sathkhira
Phone: 0471-65065",2365,05-Jun-08,05-Jun-18,05-Jun-28,Sathkhira,Bangladesh,
1307,Nongor,"West Laherpara Nearest of Uttaran
Housing Kalatoli by pass road,
Coxbazar
Phone: 01818-510651",2803,30-Jul-13,30-Jul-18,30-Jul-28,Cox'sBazar,Bangladesh,
1308,"North Bengal Rural
Development Sangstha","Nagessari, PO- Nagessari, PS-
Nagessari, Dist. Kurigram",1837,05-Jun-03,05-Jun-08,05-Jun-13,Kurigram,Bangladesh,
1309,"North Bengal Rural
Development Society","Masterpara, Sugermill Road, Dist:
Joypurhat
Phone: 01712-569462",2950,30-Jul-15,,30-Jul-20,Joypurhat,Bangladesh,
1310,"Northern Development
Foundation","West Shibrampur, UZ: Sadar, PO
Box-14, Dinajpur
Phone: 0531-64729",329,22-Nov-89,22-Nov-19,22-Nov-29,Dinajpur,Bangladesh,
1311,"Northern Development
Society (NDS)","Carghat Bazar, Carghat, Rajshahi.
Phone: 01712-255072",2314,05-Mar-08,,05-Mar-13,Rajshahi,Bangladesh,
1312,"Northern Rural
Development
Programme (NRDP)","Village: Koikuri, P.O: Matinpur,
Thana: Pirganj, Rangpur.",1652,05-Jul-01,,05-Jul-06,Rangpur,Bangladesh,
1313,"Novel Institute for Rural
Reforms","House-157, Road-2/1, Block-A,
Section-12, Mirpur, Dhaka.
Phone: 8018331, Fax: 9009124
www.nirrbd.org",1874,17-Sep-03,17-Sep-13,17-Sep-18,Dhaka,Bangladesh,
